name,team,year,week,position,xpa,xpm,fga,fgm,fg_distances,fpoints
Joshua Karty,LAR,2024,15,K,0,0,4,4,"['48', '23', '27', '29']",13.8
Jake Moody,SFO,2024,15,K,0,0,2,2,"['53', '47']",10.0
Cade York,CIN,2024,15,K,5,4,1,1,['21'],6.0
Nick Folk,TEN,2024,15,K,3,3,0,0,0,3.0
Brandon Aubrey,DAL,2024,15,K,3,3,4,3,"['52', '45', '41']",15.799999999999997
Eddy Piñeiro,CAR,2024,15,K,2,2,0,0,0,2.0
Harrison Butker,KAN,2024,15,K,3,3,1,0,0,2.0
Riley Patterson,CLE,2024,15,K,1,1,0,0,0,1.0
Jason Sanders,MIA,2024,15,K,1,0,2,2,"['55', '36']",8.1
Ka'imi Fairbairn,HOU,2024,15,K,2,2,2,2,"['44', '23']",9.4
Anders Carlson,NYJ,2024,15,K,3,3,2,1,['43'],6.3
Cam Little,JAX,2024,15,K,1,1,4,4,"['28', '23', '43', '43']",15.600000000000001
Justin Tucker,BAL,2024,15,K,5,5,0,0,0,5.0
Graham Gano,NYG,2024,15,K,2,2,0,0,0,2.0
Greg Joseph,WAS,2024,15,K,2,2,3,2,"['23', '41']",8.1
Blake Grupe,NOR,2024,15,K,1,1,2,2,"['41', '51']",10.2
Tyler Bass,BUF,2024,15,K,6,6,3,2,"['50', '41']",14.1
Jake Bates,DET,2024,15,K,6,6,1,0,0,5.0
Matt Gay,IND,2024,15,K,1,1,2,2,"['37', '49']",9.600000000000001
Wil Lutz,DEN,2024,15,K,4,4,1,1,['44'],8.4
Joey Slye,NWE,2024,15,K,2,2,2,1,['50'],6.0
Chad Ryland,ARI,2024,15,K,3,3,3,3,"['49', '35', '40']",15.4
Chris Boswell,PIT,2024,15,K,1,1,2,2,"['37', '49']",9.600000000000001
Jake Elliott,PHI,2024,15,K,3,3,2,2,"['34', '41']",10.5
Chase McLaughlin,TAM,2024,15,K,4,4,4,4,"['22', '37', '42', '43']",19.2
Cameron Dicker,LAC,2024,15,K,2,2,1,1,['41'],6.1
Brandon McManus,GNB,2024,15,K,3,3,3,3,"['39', '21', '23']",12.9
Jason Myers,SEA,2024,15,K,1,1,2,2,"['48', '45']",10.3
Cairo Santos,CHI,2024,15,K,0,0,2,2,"['29', '39']",6.9
Will Reichard,MIN,2024,15,K,3,3,3,3,"['52', '31', '46']",15.899999999999999
Younghoe Koo,ATL,2024,15,K,1,1,3,2,"['40', '48']",8.8
Daniel Carlson,LVR,2024,15,K,1,0,1,1,['52'],4.2
