year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2010,5,Detroit Lions,St. Louis Rams,2010-10-10,12:56PM,Detroit,/boxscores/201010100det.htm,Lions,,dome,fieldturf ,3:26,"55,714",Detroit Lions -3.0,42.5 (over),,,
2010,5,Jacksonville Jaguars,Buffalo Bills,2010-10-10,1:02PM,Buffalo,/boxscores/201010100buf.htm,Jaguars (deferred),,outdoors,astroplay ,2:55,"58,304",Buffalo Bills -2.5,41.5 (over),62 degrees, relative humidity 52%," wind 10 mph, wind chill 0"
2010,5,Baltimore Ravens,Denver Broncos,2010-10-10,1:02PM,Baltimore,/boxscores/201010100rav.htm,Broncos (deferred),,outdoors,fieldturf ,3:04,"71,246",Baltimore Ravens -8.0,39.5 (over),67 degrees, relative humidity 40%," wind 6 mph, wind chill 0"
2010,5,Washington Redskins,Green Bay Packers,2010-10-10,1:02PM,Washington,/boxscores/201010100was.htm,Packers,Packers,outdoors,grass ,3:35,"87,760",Green Bay Packers -3.0,45.5 (under),72 degrees, relative humidity 46%," no wind, wind chill 0"
2010,5,Atlanta Falcons,Cleveland Browns,2010-10-10,1:03PM,Cleveland,/boxscores/201010100cle.htm,Browns,,outdoors,grass ,2:55,"65,290",Atlanta Falcons -3.0,41.5 (under),71 degrees, relative humidity 0%," wind 9 mph, wind chill 0"
2010,5,Chicago Bears,Carolina Panthers,2010-10-10,1:03PM,Carolina,/boxscores/201010100car.htm,Panthers (deferred),,outdoors,grass ,3:10,"73,464",Carolina Panthers -3.0,33.0 (under),81 degrees, relative humidity 29%," wind 2 mph, wind chill 0"
2010,5,Tampa Bay Buccaneers,Cincinnati Bengals,2010-10-10,1:03PM,Cincinnati,/boxscores/201010100cin.htm,Bengals,,outdoors,fieldturf ,3:25,"63,888",Cincinnati Bengals -7.0,38.5 (over),81 degrees, relative humidity 32%," wind 2 mph, wind chill 0"
2010,5,Indianapolis Colts,Kansas City Chiefs,2010-10-10,1:03PM,Indianapolis,/boxscores/201010100clt.htm,Colts,,retractable roof (closed),fieldturf ,2:55,"66,869",Indianapolis Colts -7.5,46.5 (under),,,
2010,5,New York Giants,Houston Texans,2010-10-10,1:03PM,Houston,/boxscores/201010100htx.htm,Texans,,retractable roof (closed),grass ,3:06,"71,110",Houston Texans -3.0,48.5 (under),,,
2010,5,Arizona Cardinals,New Orleans Saints,2010-10-10,4:05PM,Arizona,/boxscores/201010100crd.htm,Cardinals,,retractable roof (closed),grass ,3:09,"62,621",New Orleans Saints -7.0,45.5 (over),,,
2010,5,Oakland Raiders,San Diego Chargers,2010-10-10,4:15PM,Oakland,/boxscores/201010100rai.htm,Chargers,,outdoors,grass ,3:39,"48,279",San Diego Chargers -7.0,44.0 (over),67 degrees, relative humidity 0%," no wind, wind chill 0"
2010,5,Tennessee Titans,Dallas Cowboys,2010-10-10,4:16PM,Dallas,/boxscores/201010100dal.htm,Titans,,retractable roof (closed),matrixturf,3:28,"90,616",Dallas Cowboys -7.0,43.0 (over),,,
2010,5,Philadelphia Eagles,San Francisco 49ers,2010-10-10,8:30PM,San Francisco,/boxscores/201010100sfo.htm,49ers,,outdoors,grass ,3:09,"69,732",San Francisco 49ers -3.0,38.5 (over),71 degrees, relative humidity 51%," wind 10 mph, wind chill 0"
2010,5,New York Jets,Minnesota Vikings,2010-10-11,9:15PM,New York,/boxscores/201010110nyj.htm,Jets (deferred),,outdoors,fieldturf,3:17,"77,909",New York Jets -4.5,40.0 (over),72 degrees, relative humidity 56%," wind 10 mph, wind chill 0"
