year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2023,3,San Francisco 49ers,New York Giants,2023-09-21,8:15PM,San Francisco,/boxscores/202309210sfo.htm,Giants (deferred),,outdoors,grass,3:09,"71,593",San Francisco 49ers -10.5,43.5 (under),77 degrees, relative humidity 41%, wind 13 mph
2023,3,Detroit Lions,Atlanta Falcons,2023-09-24,1:00PM,Detroit,/boxscores/202309240det.htm,Lions (deferred),,dome,fieldturf,2:54,"63,803",Detroit Lions -3.0,47.5 (under),,,
2023,3,Buffalo Bills,Washington Commanders,2023-09-24,1:00PM,Washington,/boxscores/202309240was.htm,Commanders (deferred),,outdoors,grass,2:54,"64,291",Buffalo Bills -4.5,43.5 (under),65 degrees, relative humidity 96%, wind 1 mph
2023,3,Cleveland Browns,Tennessee Titans,2023-09-24,1:00PM,Cleveland,/boxscores/202309240cle.htm,Titans (deferred),,outdoors,grass,2:48,"67,919",Cleveland Browns -3.5,38.0 (under),68 degrees, relative humidity 69%, wind 5 mph
2023,3,Indianapolis Colts,Baltimore Ravens,2023-09-24,1:00PM,Baltimore,/boxscores/202309240rav.htm,Ravens (deferred),Colts,outdoors,grass,3:27,"70,038",Baltimore Ravens -7.5,44.5 (under),68 degrees, relative humidity 88%, wind 3 mph
2023,3,Miami Dolphins,Denver Broncos,2023-09-24,1:00PM,Miami,/boxscores/202309240mia.htm,Broncos (deferred),,outdoors,grass,3:18,"65,522",Miami Dolphins -6.0,47.5 (over),86 degrees, relative humidity 65%, wind 5 mph
2023,3,Green Bay Packers,New Orleans Saints,2023-09-24,1:00PM,Green Bay,/boxscores/202309240gnb.htm,Packers (deferred),,outdoors,grass,3:07,"78,043",Green Bay Packers -1.5,41.5 (under),68 degrees, relative humidity 68%, wind 10 mph
2023,3,Houston Texans,Jacksonville Jaguars,2023-09-24,1:00PM,Jacksonville,/boxscores/202309240jax.htm,Jaguars (deferred),,outdoors,grass,3:03,"61,466",Jacksonville Jaguars -9.5,43.5 (over),84 degrees, relative humidity 51%, wind 6 mph
2023,3,Los Angeles Chargers,Minnesota Vikings,2023-09-24,1:00PM,Minnesota,/boxscores/202309240min.htm,Vikings (deferred),,dome,sportturf,3:16,"66,878",Minnesota Vikings -1.0,53.0 (under),,,
2023,3,New England Patriots,New York Jets,2023-09-24,1:00PM,New York,/boxscores/202309240nyj.htm,Patriots (deferred),,outdoors,fieldturf,3:08,"80,876",New England Patriots -2.5,35.5 (under),64 degrees, relative humidity 90%, wind 14 mph
2023,3,Seattle Seahawks,Carolina Panthers,2023-09-24,4:05PM,Seattle,/boxscores/202309240sea.htm,Panthers (deferred),,outdoors,fieldturf,3:35,"68,699",Seattle Seahawks -5.0,43.0 (over),61 degrees, relative humidity 76%, wind 2 mph
2023,3,Kansas City Chiefs,Chicago Bears,2023-09-24,4:25PM,Kansas City,/boxscores/202309240kan.htm,Bears (deferred),,outdoors,grass,2:55,"73,562",Kansas City Chiefs -13.0,48.5 (over),,,
2023,3,Arizona Cardinals,Dallas Cowboys,2023-09-24,4:25PM,Arizona,/boxscores/202309240crd.htm,Cowboys (deferred),,retractable roof (closed),grass,2:56,"62,915",Dallas Cowboys -11.5,43.5 (over),,,
2023,3,Pittsburgh Steelers,Las Vegas Raiders,2023-09-24,8:20PM,Las Vegas,/boxscores/202309240rai.htm,Raiders (deferred),,dome,grass,3:06,"62,541",Las Vegas Raiders -3.0,43.5 (under),,,
2023,3,Philadelphia Eagles,Tampa Bay Buccaneers,2023-09-25,7:15PM,Tampa Bay,/boxscores/202309250tam.htm,Eagles (deferred),,outdoors,grass,2:52,"65,426",Philadelphia Eagles -6.0,44.0 (under),90 degrees, relative humidity 60%, wind 4 mph
2023,3,Cincinnati Bengals,Los Angeles Rams,2023-09-25,8:15PM,Cincinnati,/boxscores/202309250cin.htm,Bengals,,outdoors,fieldturf,3:11,"65,158",Cincinnati Bengals -3.0,45.5 (under),74 degrees, relative humidity 62%, wind 7 mph
