year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2013,5,Cleveland Browns,Buffalo Bills,2013-10-03,8:29PM,Cleveland,/boxscores/201310030cle.htm,Bills (deferred),,outdoors,grass ,3:12,"71,239",Cleveland Browns -4.0,40.5 (over),75 degrees, relative humidity 73%," wind 6 mph, wind chill 0"
2013,5,St. Louis Rams,Jacksonville Jaguars,2013-10-06,1:00PM,St. Louis,/boxscores/201310060ram.htm,Rams (deferred),,dome,astroplay,3:08,"54,266",St. Louis Rams -11.0,40.5 (over),,,
2013,5,New Orleans Saints,Chicago Bears,2013-10-06,1:02PM,Chicago,/boxscores/201310060chi.htm,Saints (deferred),,outdoors,grass ,3:03,"62,361",New Orleans Saints -1.5,50.5 (under),60 degrees, relative humidity 49%," wind 10 mph, wind chill 0"
2013,5,Cincinnati Bengals,New England Patriots,2013-10-06,1:02PM,Cincinnati,/boxscores/201310060cin.htm,Patriots,,outdoors,fieldturf ,2:56,"64,259",New England Patriots -1.0,45.5 (under),68 degrees, relative humidity 93%," wind 7 mph, wind chill 0"
2013,5,Green Bay Packers,Detroit Lions,2013-10-06,1:02PM,Green Bay,/boxscores/201310060gnb.htm,Packers (deferred),,outdoors,grass ,3:08,"78,200",Green Bay Packers -9.5,53.0 (under),59 degrees, relative humidity 59%," wind 10 mph, wind chill 0"
2013,5,Baltimore Ravens,Miami Dolphins,2013-10-06,1:02PM,Miami,/boxscores/201310060mia.htm,Ravens (deferred),,outdoors,grass ,3:16,"68,342",Miami Dolphins -2.5,42.5 (over),87 degrees, relative humidity 56%," wind 5 mph, wind chill 0"
2013,5,Philadelphia Eagles,New York Giants,2013-10-06,1:02PM,New York,/boxscores/201310060nyg.htm,Eagles,,outdoors,fieldturf,3:27,"80,738",New York Giants -1.5,53.5 (over),66 degrees, relative humidity 100%," wind 6 mph, wind chill 0"
2013,5,Indianapolis Colts,Seattle Seahawks,2013-10-06,1:03PM,Indianapolis,/boxscores/201310060clt.htm,Seahawks (deferred),,retractable roof (closed),fieldturf ,3:21,"66,608",Seattle Seahawks -3.0,43.5 (over),,,
2013,5,Kansas City Chiefs,Tennessee Titans,2013-10-06,1:03PM,Tennessee,/boxscores/201310060oti.htm,Chiefs,,outdoors,grass ,3:25,"69,143",Kansas City Chiefs -3.0,38.0 (over),74 degrees, relative humidity 83%," wind 10 mph, wind chill 0"
2013,5,Arizona Cardinals,Carolina Panthers,2013-10-06,4:05PM,Arizona,/boxscores/201310060crd.htm,Panthers (deferred),,retractable roof (closed),grass ,3:00,"60,426",Carolina Panthers -3.0,41.5 (under),,,
2013,5,Denver Broncos,Dallas Cowboys,2013-10-06,4:25PM,Dallas,/boxscores/201310060dal.htm,Cowboys,,retractable roof (closed),matrixturf,3:13,"92,758",Denver Broncos -9.0,56.0 (over),,,
2013,5,San Francisco 49ers,Houston Texans,2013-10-06,8:31PM,San Francisco,/boxscores/201310060sfo.htm,Texans,,outdoors,grass ,2:50,"69,732",San Francisco 49ers -4.5,43.0 (under),76 degrees, relative humidity 40%," wind 9 mph, wind chill 0"
2013,5,Oakland Raiders,San Diego Chargers,2013-10-06,11:35PM,Oakland,/boxscores/201310060rai.htm,Raiders (deferred),,outdoors,grass ,3:04,"48,834",San Diego Chargers -5.0,46.0 (under),70 degrees, relative humidity 0%," wind 2 mph, wind chill 0"
2013,5,New York Jets,Atlanta Falcons,2013-10-07,8:40PM,Atlanta,/boxscores/201310070atl.htm,Falcons,,dome,fieldturf ,2:51,"70,246",Atlanta Falcons -10.5,45.0 (over),,,
