name,team,position,fpoints_ppr,games,player_url,fpoints_ppr_per_game
Luke Musgrave,GNB,TE,36.2,13,/players/M/MusgLu00.htm,2.784615384615385
Jayden Reed,GNB,WR,22.8,3,/players/R/ReedJa03.htm,7.6000000000000005
Jordan Whittington,LAR,WR,36.4,13,/players/W/WhitJo04.htm,2.8
Greg Dulcich,MIA,TE,31.4,6,/players/D/DulcGr00.htm,5.233333333333333
Ashton Dulin,IND,WR,23.0,10,/players/D/DuliAs00.htm,2.3
Noah Gray,KAN,TE,34.6,12,/players/G/GrayNo00.htm,2.8833333333333333
Mason Rudolph,PIT,QB,21.0,5,/players/R/RudoMa00.htm,4.2
Cody White,SEA,WR,18.0,7,/players/W/WhitCo05.htm,2.5714285714285716
Savion Williams,GNB,WR,25.6,11,/players/W/WillSa01.htm,2.3272727272727276
Ameer Abdullah,IND,RB,20.9,9,/players/A/AbduAm00.htm,2.322222222222222
Tyler Badie,DEN,RB,31.5,12,/players/B/BadiTy00.htm,2.625
Treylon Burks,WAS,WR,18.7,4,/players/B/BurkTr00.htm,4.675
Terrell Jennings,NWE,RB,15.2,7,/players/J/JennTe00.htm,2.1714285714285713
Kameron Johnson,TAM,WR,17.7,13,/players/J/JohnKa01.htm,1.3615384615384616
Hunter Luepke,DAL,RB,21.6,13,/players/L/LuepHu00.htm,1.6615384615384616
Jaleel McLaughlin,DEN,RB,16.5,4,/players/M/McLaJa00.htm,4.125
Curtis Samuel,BUF,WR,21.1,6,/players/S/SamuCu00.htm,3.516666666666667
Braelon Allen,NYJ,RB,16.3,4,/players/A/AlleBr05.htm,4.075
George Holani,SEA,RB,15.8,11,/players/H/HolaGe00.htm,1.4363636363636365
Ben Skowronek,PIT,WR,16.9,13,/players/S/SkowBe00.htm,1.2999999999999998
Brycen Tremayne,CAR,WR,28.3,12,/players/T/TremBr00.htm,2.3583333333333334
LeQuint Allen,JAX,RB,20.9,13,/players/A/AlleLe01.htm,1.6076923076923075
Jimmy Horn,CAR,WR,19.1,9,/players/H/HornJi00.htm,2.1222222222222222
Allen Lazard,NYJ,WR,21.4,9,/players/L/LazaAl00.htm,2.3777777777777778
Gunner Olszewski,NYG,WR,13.7,13,/players/O/OlszGu00.htm,1.0538461538461539
Josh Reynolds,NYJ,WR,26.1,5,/players/R/ReynJo00.htm,5.220000000000001
Dont'e Thornton,LVR,WR,23.3,11,/players/T/ThorDo00.htm,2.118181818181818
Nate Adkins,DEN,TE,16.8,6,/players/A/AdkiNa00.htm,2.8000000000000003
Chris Brooks,GNB,RB,21.5,13,/players/B/BrooCh00.htm,1.6538461538461537
Malachi Corley,CLE,WR,16.3,9,/players/C/CorlMa00.htm,1.8111111111111111
John FitzPatrick,GNB,TE,20.4,13,/players/F/FitzJo00.htm,1.5692307692307692
Julian Hill,MIA,TE,22.1,10,/players/H/HillJu02.htm,2.21
Ian Thomas,LVR,TE,27.4,13,/players/T/ThomIa00.htm,2.1076923076923078
Jamari Thrash,CLE,WR,23.7,9,/players/T/ThraJa01.htm,2.6333333333333333
Tylan Wallace,BAL,WR,14.5,12,/players/W/WallTy00.htm,1.2083333333333333
Andrew Beck,NYJ,FB,15.3,13,/players/B/BeckAn01.htm,1.176923076923077
Brittain Brown,CHI,RB,9.7,2,/players/B/BrowBr06.htm,4.85
Tyler Conklin,LAC,TE,15.7,12,/players/C/ConkTy00.htm,1.3083333333333333
Andy Dalton,CAR,QB,12.5,4,/players/D/DaltAn00.htm,3.125
Riley Leonard,IND,QB,11.4,2,/players/L/LeonRi02.htm,5.7
Konata Mumpfield,LAR,WR,15.2,13,/players/M/MumpKo00.htm,1.169230769230769
Johnny Mundt,JAX,TE,17.5,12,/players/M/MundJo00.htm,1.4583333333333333
Dare Ogunbowale,HOU,RB,15.9,13,/players/O/OgunDa00.htm,1.2230769230769232
Adam Prentice,DEN,FB,15.5,13,/players/P/PrenAd00.htm,1.1923076923076923
Drew Sample,CIN,TE,17.1,13,/players/S/SampDr00.htm,1.3153846153846156
Ben Sinnott,WAS,TE,14.1,12,/players/S/SinnBe00.htm,1.175
Jack Stoll,NOR,TE,13.5,12,/players/S/StolJa00.htm,1.125
Tanner Conner,MIA,TE,18.1,9,/players/C/ConnTa00.htm,2.011111111111111
Gabriel Davis,BUF,WR,15.8,4,/players/D/DaviGa01.htm,3.95
Trevor Etienne,CAR,RB,12.7,13,/players/E/EtieTr01.htm,0.9769230769230769
Najee Harris,LAC,RB,11.6,3,/players/H/HarrNa00.htm,3.8666666666666667
Malik Heath,GNB,WR,14.6,11,/players/H/HeatMa00.htm,1.3272727272727272
Connor Heyward,PIT,TE,10.9,13,/players/H/HeywCo00.htm,0.8384615384615385
Shedrick Jackson,LVR,WR,9.5,2,/players/J/JackSh01.htm,4.75
Ryan Miller,TAM,WR,11.4,13,/players/M/MillRy01.htm,0.8769230769230769
Will Shipley,PHI,RB,14.7,11,/players/S/ShipWi00.htm,1.3363636363636362
Brevyn Spann-Ford,DAL,TE,14.9,13,/players/S/SpanBr00.htm,1.146153846153846
Adam Thielen,2TM,WR,18.3,12,/players/T/ThieAd00.htm,1.5250000000000001
Casey Washington,ATL,WR,15.4,7,/players/W/WashCa01.htm,2.2
Nick Westbrook-Ikhine,MIA,WR,19.9,13,/players/W/WestNi00.htm,1.5307692307692307
Austin Ekeler,WAS,RB,13.1,2,/players/E/EkelAu00.htm,6.55
Lil'Jordan Humphrey,2TM,WR,15.2,6,/players/H/HumpLi01.htm,2.533333333333333
Andrew Ogletree,IND,TE,10.6,13,/players/O/OgleAn00.htm,0.8153846153846154
Luke Schoonmaker,DAL,TE,17.6,13,/players/S/SchoLu00.htm,1.353846153846154
Josh Whyle,GNB,TE,11.4,5,/players/W/WhylJo01.htm,2.2800000000000002
Cam Akers,MIN,RB,7.2,3,/players/A/AkerCa00.htm,2.4
John Bates,WAS,TE,15.1,11,/players/B/BateJo00.htm,1.3727272727272728
Jaydon Blue,DAL,RB,8.0,4,/players/B/BlueJa01.htm,2.0
DJ Giddens,IND,RB,6.6,7,/players/G/GiddDJ00.htm,0.9428571428571428
Kaleb Johnson,PIT,RB,8.4,9,/players/J/JohnKa03.htm,0.9333333333333333
David Martin-Robinson,TEN,TE,8.7,13,/players/M/MartDa01.htm,0.6692307692307692
Ray-Ray McCloud,2TM,WR,13.9,6,/players/M/McClRa00.htm,2.316666666666667
Skyy Moore,SFO,WR,10.5,13,/players/M/MoorSk01.htm,0.8076923076923077
Kenny Pickett,LVR,QB,7.8,3,/players/P/PickKe00.htm,2.6
Mo Alie-Cox,IND,TE,10.9,13,/players/A/AlieMo00.htm,0.8384615384615385
Noah Brown,WAS,WR,9.5,3,/players/B/BrowNo00.htm,3.1666666666666665
AJ Dillon,PHI,RB,8.8,6,/players/D/DillAJ00.htm,1.4666666666666668
Charlie Jones,CIN,WR,6.0,13,/players/J/JoneCh11.htm,0.46153846153846156
Joe Milton,DAL,QB,7.0,2,/players/M/MiltJo00.htm,3.5
Kene Nwangwu,NYJ,RB,6.0,8,/players/N/NwanKe00.htm,0.75
James Proche,TEN,WR,9.5,5,/players/P/ProcJa00.htm,1.9
Raheim Sanders,CLE,RB,6.3,1,/players/S/SandRa00.htm,6.3
Arian Smith,NYJ,WR,11.8,12,/players/S/SmitAr01.htm,0.9833333333333334
Malik Willis,GNB,QB,6.4,2,/players/W/WillMa12.htm,3.2
Rasheen Ali,BAL,RB,8.0,11,/players/A/AlixRa00.htm,0.7272727272727273
Robbie Chosen,WAS,WR,10.3,3,/players/A/AndeRo04.htm,3.4333333333333336
Grant Calcaterra,PHI,TE,9.8,11,/players/C/CalcGr00.htm,0.890909090909091
Alec Ingold,MIA,FB,9.5,13,/players/I/IngoAl01.htm,0.7307692307692307
Trey Lance,LAC,QB,5.2,3,/players/L/LancTr00.htm,1.7333333333333334
Gage Larvadain,CLE,WR,11.6,9,/players/L/LarvGa00.htm,1.2888888888888888
Foster Moreau,NOR,TE,11.4,9,/players/M/MoreFo00.htm,1.2666666666666666
Mason Tipton,NOR,WR,11.2,12,/players/T/TiptMa00.htm,0.9333333333333332
Austin Trammell,JAX,WR,7.6,6,/players/T/TramAu00.htm,1.2666666666666666
Dareke Young,SEA,WR,6.8,6,/players/Y/YounDa02.htm,1.1333333333333333
Braxton Berrios,HOU,WR,9.7,4,/players/B/BerrBr00.htm,2.425
Nathan Carter,ATL,RB,5.0,5,/players/C/CartNa00.htm,1.0
Julius Chestnut,TEN,RB,3.9,13,/players/C/ChesJu00.htm,0.3
Will Dissly,LAC,TE,9.4,5,/players/D/DissWi00.htm,1.8800000000000001
Dylan Drummond,ATL,WR,11.2,5,/players/D/DrumDy00.htm,2.2399999999999998
D'Wayne Eskridge,MIA,WR,9.2,11,/players/E/EskrDW00.htm,0.8363636363636363
Hassan Haskins,LAC,RB,8.3,8,/players/H/HaskHa00.htm,1.0375
Jalin Hyatt,NYG,WR,8.5,7,/players/H/HyatJa00.htm,1.2142857142857142
Tom Kennedy,DET,WR,7.6,2,/players/K/KennTo01.htm,3.8
Albert Okwuegbunam,LVR,TE,8.6,1,/players/O/OkwuAl00.htm,8.6
Xavier Restrepo,TEN,WR,7.1,2,/players/R/RestXa00.htm,3.55
Ronnie Rivers,LAR,RB,4.1,7,/players/R/RiveRo01.htm,0.5857142857142856
Cade Stover,HOU,TE,10.1,5,/players/S/StovCa00.htm,2.02
Marquez Valdes-Scantling,2TM,WR,8.0,6,/players/V/ValdMa00.htm,1.3333333333333333
Zamir White,LVR,RB,7.4,4,/players/W/WhitZa01.htm,1.85
Tyson Bagent,CHI,QB,2.6,3,/players/B/BageTy00.htm,0.8666666666666667
Teddy Bridgewater,TAM,QB,2.9,4,/players/B/BridTe00.htm,0.725
Jalen Brooks,2TM,WR,5.2,2,/players/B/BrooJa03.htm,2.6
Tahj Brooks,CIN,RB,2.8,12,/players/B/BrooTa00.htm,0.2333333333333333
Beaux Collins,NYG,WR,4.5,9,/players/C/CollBe00.htm,0.5
Brady Cook,NYJ,QB,4.5,1,/players/C/CookBr03.htm,4.5
Darius Cooper,PHI,WR,5.6,9,/players/C/CoopDa01.htm,0.6222222222222222
Devin Duvernay,CHI,WR,4.6,13,/players/D/DuveDe00.htm,0.3538461538461538
KhaDarel Hodge,ATL,WR,6.1,11,/players/H/HodgKh00.htm,0.5545454545454546
Evan Hull,NOR,RB,3.5,2,/players/H/HullEv00.htm,1.75
Jacoby Jones,WAS,WR,3.5,1,/players/J/JoneJa16.htm,3.5
Velus Jones Jr.,2TM,WR,3.2,7,/players/J/JoneVe00.htm,0.4571428571428572
James Mitchell,CAR,TE,5.8,4,/players/M/MitcJa00.htm,1.45
Quintin Morris,JAX,TE,4.5,10,/players/M/MorrQu00.htm,0.45
Dameon Pierce,HOU,RB,2.6,4,/players/P/PierDa01.htm,0.65
Nikko Remigio,KAN,WR,4.2,12,/players/R/RemiNi00.htm,0.35000000000000003
Deven Thompkins,ATL,WR,6.2,3,/players/T/ThomDe07.htm,2.066666666666667
Jordan Watkins,SFO,WR,4.6,3,/players/W/WatkJo00.htm,1.5333333333333332
Justin Watson,HOU,WR,6.0,2,/players/W/WatsJu01.htm,3.0
Cedrick Wilson Jr.,MIA,WR,5.5,6,/players/W/WilsCe01.htm,0.9166666666666666
Charlie Woerner,ATL,TE,8.3,13,/players/W/WoerCh00.htm,0.6384615384615385
Brenden Bates,2TM,TE,4.3,5,/players/B/BateBr00.htm,0.86
Jake Bobo,SEA,WR,4.0,8,/players/B/BoboJa00.htm,0.5
British Brooks,HOU,RB,1.5,11,/players/B/BrooBr01.htm,0.13636363636363635
Clyde Edwards-Helaire,KAN,RB,4.2,2,/players/E/EdwaCl00.htm,2.1
Quinn Ewers,MIA,QB,2.1,1,/players/E/EwerQu00.htm,2.1
Tai Felton,MIN,WR,3.9,13,/players/F/FeltTa00.htm,0.3
Tucker Fisk,LAC,TE,3.9,10,/players/F/FiskTu00.htm,0.39
Tyler Goodson,IND,RB,4.0,8,/players/G/GoodTy00.htm,0.5
Roschon Johnson,CHI,RB,1.7,7,/players/J/JohnRo07.htm,0.24285714285714285
Tim Jones,2TM,WR,2.5,4,/players/J/JoneTi00.htm,0.625
Lucas Krull,DEN,TE,3.5,3,/players/K/KrulLu00.htm,1.1666666666666667
Dylan Laube,LVR,RB,5.3,13,/players/L/LaubDy00.htm,0.4076923076923077
Tay Martin,WAS,WR,4.3,3,/players/M/MartTa00.htm,1.4333333333333333
Zaire Mitchell-Paden,2TM,TE,3.7,8,/players/M/MitcZa00.htm,0.4625
David Moore,CAR,WR,2.7,4,/players/M/MoorDa03.htm,0.675
Tip Reiman,ARI,TE,4.8,4,/players/R/ReimTi00.htm,1.2
Cooper Rush,BAL,QB,9.7,4,/players/R/RushCo00.htm,2.425
Trent Sherfield,2TM,WR,5.1,11,/players/S/SherTr00.htm,0.4636363636363636
Mitchell Trubisky,BUF,QB,2.3,3,/players/T/TrubMi00.htm,0.7666666666666666
Jared Wayne,HOU,WR,4.0,1,/players/W/WaynJa01.htm,4.0
Xavier Weaver,ARI,WR,5.4,7,/players/W/WeavXa00.htm,0.7714285714285715
Jacardia Wright,SEA,RB,2.0,1,/players/W/WrigJa05.htm,2.0
Colson Yankoff,WAS,TE,3.8,11,/players/Y/YankCo00.htm,0.34545454545454546
Andre Baccellia,ARI,WR,2.8,4,/players/B/BaccAn00.htm,0.7
Alex Bachman,LVR,WR,1.9,9,/players/B/BachAl00.htm,0.2111111111111111
Harrison Bryant,HOU,TE,2.7,8,/players/B/BryaHa00.htm,0.3375
Josiah Deguara,ARI,TE,1.6,8,/players/D/DeguJo00.htm,0.2
Payne Durham,TAM,TE,2.1,13,/players/D/DurhPa00.htm,0.16153846153846155
Ross Dwelley,DET,TE,2.7,11,/players/D/DwelRo00.htm,0.24545454545454548
Audric Estime,NOR,RB,1.1,3,/players/E/EstiAu00.htm,0.3666666666666667
Anthony Firkser,DET,TE,3.1,3,/players/F/FirkAn00.htm,1.0333333333333334
Myles Gaskin,SEA,RB,0.6,1,/players/G/GaskMy00.htm,0.6
Anthony Gould,IND,WR,2.6,11,/players/G/GoulAn00.htm,0.23636363636363636
Cam Grandy,CIN,TE,1.6,3,/players/G/GranCa00.htm,0.5333333333333333
Kylen Granson,PHI,TE,4.0,13,/players/G/GranKy00.htm,0.3076923076923077
C.J. Ham,MIN,FB,1.5,7,/players/H/HamxC.00.htm,0.21428571428571427
Amar Johnson,LAC,RB,0.8,2,/players/J/JohnAm00.htm,0.4
D'Ernest Johnson,2TM,RB,0.7,4,/players/J/JohnDE04.htm,0.175
Mason Kinsey,TEN,WR,2.4,6,/players/K/KinsMa00.htm,0.39999999999999997
Chris Manhertz,NYG,TE,1.7,13,/players/M/ManhCh00.htm,0.13076923076923078
Scott Miller,PIT,WR,1.9,9,/players/M/MillSc01.htm,0.2111111111111111
Bryce Oliver,TEN,WR,1.8,2,/players/O/OlivBr02.htm,0.9
Dante Pettis,NOR,WR,2.4,4,/players/P/PettDa00.htm,0.6
Anthony Richardson,IND,QB,2.2,2,/players/R/RichAn03.htm,1.1
Eric Saubert,SEA,TE,2.2,7,/players/S/SaubEr00.htm,0.31428571428571433
Jacob Saylors,DET,RB,1.1,12,/players/S/SaylJa00.htm,0.09166666666666667
Ben Sims,2TM,TE,1.9,7,/players/S/SimsBe00.htm,0.2714285714285714
Durham Smythe,CHI,TE,4.4,13,/players/S/SmytDu00.htm,0.3384615384615385
Josh Williams,TAM,RB,1.1,3,/players/W/WillJo011.htm,0.3666666666666667
Zach Wilson,MIA,QB,1.4,3,/players/W/WilsZa00.htm,0.4666666666666666
Owen Wright,TAM,RB,0.6,3,/players/W/WrigOw00.htm,0.19999999999999998
Ben Yurosek,MIN,TE,1.5,8,/players/Y/YuroBe00.htm,0.1875
Kyle Allen,DET,QB,-0.3,3,/players/A/AlleKy00.htm,-0.09999999999999999
Michael Bandy,DEN,WR,1.6,2,/players/B/BandMi00.htm,0.8
Malik Cunningham,DET,WR,0.1,1,/players/C/CunnMa00.htm,0.1
Joshua Dobbs,NWE,QB,0.1,2,/players/D/DobbJo00.htm,0.05
Feleipe Franks,ATL,TE,0.4,13,/players/F/FranFe00.htm,0.03076923076923077
Reggie Gilliam,BUF,FB,1.2,13,/players/G/GillRe00.htm,0.0923076923076923
Nyheim Hines,LAC,RB,-0.2,3,/players/H/HineNy00.htm,-0.06666666666666667
Travis Homer,CHI,RB,-0.2,7,/players/H/HomeTr00.htm,-0.028571428571428574
KeAndre Lambert-Smith,LAC,WR,1.1,6,/players/L/LambKe01.htm,0.18333333333333335
Keleki Latu,BUF,TE,1.4,3,/players/L/LatuKe00.htm,0.4666666666666666
Drew Lock,SEA,QB,0.1,5,/players/L/LockDr00.htm,0.02
Adrian Martinez,SFO,QB,-0.1,1,/players/M/MartAd00.htm,-0.1
Tanner McKee,PHI,QB,-0.2,1,/players/M/McKeTa01.htm,-0.2
Kendall Milton,CIN,RB,0.2,1,/players/M/MiltKe01.htm,0.2
Nick Mullens,JAX,QB,-0.3,3,/players/M/MullNi00.htm,-0.09999999999999999
Craig Reynolds,DET,RB,0.4,7,/players/R/ReynCr00.htm,0.05714285714285715
Patrick Ricard,BAL,FB,0.3,7,/players/R/RicaPa00.htm,0.04285714285714286
Carter Runyon,LVR,TE,1.3,9,/players/R/RunyCa00.htm,0.14444444444444446
Kedon Slovis,ARI,QB,-0.1,2,/players/S/SlovKe00.htm,-0.05
Jarrett Stidham,DEN,QB,-0.1,1,/players/S/StidJa00.htm,-0.1
Robert Tonyan,KAN,TE,1.1,13,/players/T/TonyRo00.htm,0.08461538461538462
Sione Vaki,DET,RB,0.4,7,/players/V/VakiSi00.htm,0.05714285714285715
Blake Whiteheart,CLE,TE,2.4,13,/players/W/WhitBl01.htm,0.1846153846153846
Jared Wiley,KAN,TE,1.4,2,/players/W/WileJa00.htm,0.7
Trayveon Williams,LAC,RB,0.9,3,/players/W/WillTr06.htm,0.3
Max Brosmer,MIN,QB,2.5,4,/players/B/BrosMa00.htm,0.625
Derius Davis,LAC,WR,0.8,10,/players/D/DaviDe02.htm,0.08
Jimmy Garoppolo,LAR,QB,-0.7,2,/players/G/GaroJi00.htm,-0.35
Gardner Minshew II,KAN,QB,-0.6,2,/players/M/MinsGa00.htm,-0.3
Tahj Washington,MIA,WR,1.1,4,/players/W/WashTa00.htm,0.275
Jamal Agnew,ATL,WR,-1.0,11,/players/A/AgneJa00.htm,-0.09090909090909091
Mecole Hardman,BUF,WR,-1.0,1,/players/H/HardMe00.htm,-1.0
Jalen Milroe,SEA,QB,-0.6,3,/players/M/MilrJa00.htm,-0.19999999999999998
LaJohntay Wester,BAL,WR,-1.0,13,/players/W/WestLa01.htm,-0.07692307692307693
Ke'Shawn Williams,PIT,WR,-1.0,8,/players/W/WillKe08.htm,-0.125
Xavier Gipson,2TM,WR,0.6,6,/players/G/GipsXa00.htm,0.09999999999999999
Myles Price,MIN,WR,-3.0,13,/players/P/PricMy00.htm,-0.23076923076923078
