name,team,opponent,date,year,week,position,fpoints_ppr
Noah Fant,CIN,MIN,2025-09-21,2025,3,TE,6.6
Noah Fant,CIN,GNB,2025-10-12,2025,6,TE,6.7
Noah Fant,CIN,PIT,2025-10-16,2025,7,TE,14.4
Noah Fant,CIN,NYJ,2025-10-26,2025,8,TE,7.1
Noah Fant,CIN,CHI,2025-11-02,2025,9,TE,10.8
Jayden Higgins,HOU,LAR,2025-09-07,2025,1,WR,5.2
Jayden Higgins,HOU,TAM,2025-09-15,2025,2,WR,3.8
Jayden Higgins,HOU,JAX,2025-09-21,2025,3,WR,1.5
Jayden Higgins,HOU,TEN,2025-09-28,2025,4,WR,9.4
Jayden Higgins,HOU,BAL,2025-10-05,2025,5,WR,7.2
Jayden Higgins,HOU,SFO,2025-10-26,2025,7,WR,13.4
Jayden Higgins,HOU,DEN,2025-11-02,2025,8,WR,1.4
Jayden Higgins,HOU,JAX,2025-11-09,2025,9,WR,15.2
Chris Rodriguez,WAS,LVR,2025-09-21,2025,3,RB,3.9
Chris Rodriguez,WAS,ATL,2025-09-28,2025,4,RB,5.9
Chris Rodriguez,WAS,LAC,2025-10-05,2025,5,RB,0.7
Chris Rodriguez,WAS,DAL,2025-10-19,2025,7,RB,7.2
Chris Rodriguez,WAS,KAN,2025-10-27,2025,8,RB,0.2
Chris Rodriguez,WAS,SEA,2025-11-02,2025,9,RB,12.5
Chris Rodriguez,WAS,DET,2025-11-09,2025,10,RB,7.6
Brian Robinson Jr.,SFO,SEA,2025-09-07,2025,1,RB,4.7
Brian Robinson Jr.,SFO,NOR,2025-09-14,2025,2,RB,2.9
Brian Robinson Jr.,SFO,ARI,2025-09-21,2025,3,RB,2.2
Brian Robinson Jr.,SFO,JAX,2025-09-28,2025,4,RB,2.1
Brian Robinson Jr.,SFO,LAR,2025-10-02,2025,5,RB,1.2
Brian Robinson Jr.,SFO,TAM,2025-10-12,2025,6,RB,3.8
Brian Robinson Jr.,SFO,ATL,2025-10-19,2025,7,RB,3.6
Brian Robinson Jr.,SFO,NYG,2025-11-02,2025,9,RB,11.3
Brian Robinson Jr.,SFO,LAR,2025-11-09,2025,10,RB,11.5
Calvin Austin III,PIT,NYJ,2025-09-07,2025,1,WR,17.0
Calvin Austin III,PIT,SEA,2025-09-14,2025,2,WR,3.2
Calvin Austin III,PIT,NWE,2025-09-21,2025,3,WR,12.4
Calvin Austin III,PIT,MIN,2025-09-28,2025,4,WR,3.3
Calvin Austin III,PIT,GNB,2025-10-26,2025,7,WR,6.8
Calvin Austin III,PIT,IND,2025-11-02,2025,8,WR,10.6
Calvin Austin III,PIT,LAC,2025-11-09,2025,9,WR,3.4
T.J. Hockenson,MIN,CHI,2025-09-08,2025,1,TE,4.5
T.J. Hockenson,MIN,ATL,2025-09-14,2025,2,TE,2.2
T.J. Hockenson,MIN,CIN,2025-09-21,2025,3,TE,15.9
T.J. Hockenson,MIN,PIT,2025-09-28,2025,4,TE,7.9
T.J. Hockenson,MIN,CLE,2025-10-05,2025,5,TE,9.8
T.J. Hockenson,MIN,PHI,2025-10-19,2025,6,TE,10.3
T.J. Hockenson,MIN,LAC,2025-10-23,2025,7,TE,4.6
T.J. Hockenson,MIN,DET,2025-11-02,2025,8,TE,9.1
T.J. Hockenson,MIN,BAL,2025-11-09,2025,9,TE,2.8
Travis Hunter,JAX,CAR,2025-09-07,2025,1,WR,9.3
Travis Hunter,JAX,CIN,2025-09-14,2025,2,WR,5.2
Travis Hunter,JAX,HOU,2025-09-21,2025,3,WR,3.1
Travis Hunter,JAX,SFO,2025-09-28,2025,4,WR,7.2
Travis Hunter,JAX,KAN,2025-10-06,2025,5,CB,9.4
Travis Hunter,JAX,SEA,2025-10-12,2025,6,WR,5.5
Travis Hunter,JAX,LAR,2025-10-19,2025,7,WR,27.1
George Kittle,SFO,SEA,2025-09-07,2025,1,TE,12.5
George Kittle,SFO,HOU,2025-10-26,2025,8,TE,14.3
George Kittle,SFO,NYG,2025-11-02,2025,9,TE,6.9
George Kittle,SFO,LAR,2025-11-09,2025,10,TE,23.4
Jeremy McNichols,WAS,NYG,2025-09-07,2025,1,RB,2.5
Jeremy McNichols,WAS,LVR,2025-09-21,2025,3,RB,13.8
Jeremy McNichols,WAS,ATL,2025-09-28,2025,4,RB,1.3
Jeremy McNichols,WAS,LAC,2025-10-05,2025,5,RB,2.8
Jeremy McNichols,WAS,CHI,2025-10-13,2025,6,RB,6.5
Jeremy McNichols,WAS,DAL,2025-10-19,2025,7,RB,6.5
Jeremy McNichols,WAS,KAN,2025-10-27,2025,8,RB,11.8
Jeremy McNichols,WAS,DET,2025-11-09,2025,10,RB,3.9
Darren Waller,MIA,NYJ,2025-09-29,2025,4,TE,17.7
Darren Waller,MIA,CAR,2025-10-05,2025,5,TE,18.8
Darren Waller,MIA,LAC,2025-10-12,2025,6,TE,9.2
Davis Mills,HOU,BAL,2025-10-05,2025,5,QB,1.2
Davis Mills,HOU,DEN,2025-11-02,2025,8,QB,6.2
Davis Mills,HOU,JAX,2025-11-09,2025,9,QB,28.7
Cade Otton,TAM,HOU,2025-09-15,2025,2,TE,5.5
Cade Otton,TAM,PHI,2025-09-28,2025,4,TE,3.9
Cade Otton,TAM,SEA,2025-10-05,2025,5,TE,12.1
Cade Otton,TAM,SFO,2025-10-12,2025,6,TE,10.1
Cade Otton,TAM,DET,2025-10-20,2025,7,TE,13.5
Cade Otton,TAM,NOR,2025-10-26,2025,8,TE,8.0
Cade Otton,TAM,NWE,2025-11-09,2025,9,TE,17.2
Sterling Shepard,TAM,ATL,2025-09-07,2025,1,WR,6.9
Sterling Shepard,TAM,HOU,2025-09-15,2025,2,WR,7.4
Sterling Shepard,TAM,NYJ,2025-09-21,2025,3,WR,12.0
Sterling Shepard,TAM,PHI,2025-09-28,2025,4,WR,4.0
Sterling Shepard,TAM,SEA,2025-10-05,2025,5,WR,11.9
Sterling Shepard,TAM,SFO,2025-10-12,2025,6,WR,7.1
Sterling Shepard,TAM,DET,2025-10-20,2025,7,WR,8.5
Sterling Shepard,TAM,NOR,2025-10-26,2025,8,WR,1.8
Sterling Shepard,TAM,NWE,2025-11-09,2025,9,WR,6.1
JuJu Smith-Schuster,KAN,LAC,2025-09-05,2025,1,WR,10.5
JuJu Smith-Schuster,KAN,PHI,2025-09-14,2025,2,WR,1.5
JuJu Smith-Schuster,KAN,NYG,2025-09-21,2025,3,WR,9.5
JuJu Smith-Schuster,KAN,BAL,2025-09-28,2025,4,WR,13.6
JuJu Smith-Schuster,KAN,JAX,2025-10-06,2025,5,WR,3.7
JuJu Smith-Schuster,KAN,DET,2025-10-12,2025,6,WR,8.7
JuJu Smith-Schuster,KAN,LVR,2025-10-19,2025,7,WR,6.5
JuJu Smith-Schuster,KAN,WAS,2025-10-27,2025,8,WR,4.9
JuJu Smith-Schuster,KAN,BUF,2025-11-02,2025,9,WR,1.2
Zonovan Knight,ARI,TEN,2025-10-05,2025,5,RB,9.4
Zonovan Knight,ARI,IND,2025-10-12,2025,6,RB,12.4
Zonovan Knight,ARI,GNB,2025-10-19,2025,7,RB,9.4
Zonovan Knight,ARI,DAL,2025-11-03,2025,8,RB,6.7
Zonovan Knight,ARI,SEA,2025-11-09,2025,9,RB,4.3
Brock Purdy,SFO,SEA,2025-09-07,2025,1,QB,18.8
Brock Purdy,SFO,JAX,2025-09-28,2025,4,QB,23.7
Rashod Bateman,BAL,BUF,2025-09-07,2025,1,WR,3.0
Rashod Bateman,BAL,CLE,2025-09-14,2025,2,WR,3.5
Rashod Bateman,BAL,DET,2025-09-22,2025,3,WR,17.3
Rashod Bateman,BAL,KAN,2025-09-28,2025,4,WR,3.4
Rashod Bateman,BAL,LAR,2025-10-12,2025,6,WR,1.8
Rashod Bateman,BAL,CHI,2025-10-26,2025,7,WR,7.1
Rashod Bateman,BAL,MIA,2025-10-30,2025,8,WR,9.3
Rashod Bateman,BAL,MIN,2025-11-09,2025,9,WR,4.0
Emari Demercado,ARI,SEA,2025-09-25,2025,4,RB,10.1
Emari Demercado,ARI,TEN,2025-10-05,2025,5,RB,7.1
Emari Demercado,ARI,IND,2025-10-12,2025,6,RB,0.1
Emari Demercado,ARI,DAL,2025-11-03,2025,8,RB,8.8
Emari Demercado,ARI,SEA,2025-11-09,2025,9,RB,13.4
Chimere Dike,TEN,DEN,2025-09-07,2025,1,WR,0.9
Chimere Dike,TEN,LAR,2025-09-14,2025,2,WR,2.8
Chimere Dike,TEN,IND,2025-09-21,2025,3,WR,3.5
Chimere Dike,TEN,HOU,2025-09-28,2025,4,WR,-0.4
Chimere Dike,TEN,ARI,2025-10-05,2025,5,WR,3.7
Chimere Dike,TEN,LVR,2025-10-12,2025,6,WR,2.8
Chimere Dike,TEN,NWE,2025-10-19,2025,7,WR,16.9
Chimere Dike,TEN,IND,2025-10-26,2025,8,WR,16.4
Chimere Dike,TEN,LAC,2025-11-02,2025,9,WR,7.5
Tyreek Hill,MIA,IND,2025-09-07,2025,1,WR,8.0
Tyreek Hill,MIA,NWE,2025-09-14,2025,2,WR,19.9
Tyreek Hill,MIA,BUF,2025-09-18,2025,3,WR,15.9
Tyreek Hill,MIA,NYJ,2025-09-29,2025,4,WR,12.7
DeAndre Hopkins,BAL,BUF,2025-09-07,2025,1,WR,11.5
DeAndre Hopkins,BAL,CLE,2025-09-14,2025,2,WR,14.4
DeAndre Hopkins,BAL,DET,2025-09-22,2025,3,WR,2.3
DeAndre Hopkins,BAL,HOU,2025-10-05,2025,5,WR,6.6
DeAndre Hopkins,BAL,LAR,2025-10-12,2025,6,WR,4.0
DeAndre Hopkins,BAL,CHI,2025-10-26,2025,7,WR,2.4
DeAndre Hopkins,BAL,MIN,2025-11-09,2025,9,WR,3.6
Tyler Shough,NOR,TAM,2025-10-26,2025,8,QB,5.3
Tyler Shough,NOR,LAR,2025-11-02,2025,9,QB,10.2
Tyler Shough,NOR,CAR,2025-11-09,2025,10,QB,19.0
Mason Taylor,NYJ,PIT,2025-09-07,2025,1,TE,3.0
Mason Taylor,NYJ,BUF,2025-09-14,2025,2,TE,1.5
Mason Taylor,NYJ,TAM,2025-09-21,2025,3,TE,5.8
Mason Taylor,NYJ,MIA,2025-09-29,2025,4,TE,11.5
Mason Taylor,NYJ,DAL,2025-10-05,2025,5,TE,17.7
Mason Taylor,NYJ,DEN,2025-10-12,2025,6,TE,1.2
Mason Taylor,NYJ,CAR,2025-10-19,2025,7,TE,6.1
Mason Taylor,NYJ,CIN,2025-10-26,2025,8,TE,14.4
Mason Taylor,NYJ,CLE,2025-11-09,2025,9,TE,1.4
Olamide Zaccheaus,CHI,MIN,2025-09-08,2025,1,WR,8.2
Olamide Zaccheaus,CHI,DET,2025-09-14,2025,2,WR,4.1
Olamide Zaccheaus,CHI,DAL,2025-09-21,2025,3,WR,6.6
Olamide Zaccheaus,CHI,LVR,2025-09-28,2025,4,WR,9.1
Olamide Zaccheaus,CHI,WAS,2025-10-13,2025,5,WR,4.8
Olamide Zaccheaus,CHI,NOR,2025-10-19,2025,6,WR,2.9
Olamide Zaccheaus,CHI,BAL,2025-10-26,2025,7,WR,10.3
Olamide Zaccheaus,CHI,CIN,2025-11-02,2025,8,WR,17.8
Olamide Zaccheaus,CHI,NYG,2025-11-09,2025,9,WR,1.5
Ricky Pearsall,SFO,SEA,2025-09-07,2025,1,WR,17.8
Ricky Pearsall,SFO,NOR,2025-09-14,2025,2,WR,9.2
Ricky Pearsall,SFO,ARI,2025-09-21,2025,3,WR,22.7
Ricky Pearsall,SFO,JAX,2025-09-28,2025,4,WR,8.6
Darius Slayton,NYG,DAL,2025-09-14,2025,2,WR,8.1
Darius Slayton,NYG,KAN,2025-09-21,2025,3,WR,7.0
Darius Slayton,NYG,LAC,2025-09-28,2025,4,WR,7.4
Darius Slayton,NYG,NOR,2025-10-05,2025,5,WR,5.1
Darius Slayton,NYG,PHI,2025-10-26,2025,8,WR,4.6
Darius Slayton,NYG,SFO,2025-11-02,2025,9,WR,11.2
Darius Slayton,NYG,CHI,2025-11-09,2025,10,WR,12.9
Dyami Brown,JAX,CAR,2025-09-07,2025,1,WR,8.8
Dyami Brown,JAX,CIN,2025-09-14,2025,2,WR,17.6
Dyami Brown,JAX,HOU,2025-09-21,2025,3,WR,2.7
Dyami Brown,JAX,KAN,2025-10-06,2025,5,WR,3.5
Dyami Brown,JAX,SEA,2025-10-12,2025,6,WR,4.0
Dyami Brown,JAX,LAR,2025-10-19,2025,7,WR,7.0
Dyami Brown,JAX,LVR,2025-11-02,2025,8,WR,5.9
Matthew Golden,GNB,DET,2025-09-07,2025,1,WR,3.6
Matthew Golden,GNB,WAS,2025-09-11,2025,2,WR,1.5
Matthew Golden,GNB,CLE,2025-09-21,2025,3,WR,10.1
Matthew Golden,GNB,DAL,2025-09-28,2025,4,WR,11.3
Matthew Golden,GNB,CIN,2025-10-12,2025,5,WR,13.2
Matthew Golden,GNB,ARI,2025-10-19,2025,6,WR,7.7
Matthew Golden,GNB,PIT,2025-10-26,2025,7,WR,3.4
Matthew Golden,GNB,CAR,2025-11-02,2025,8,WR,2.9
Andrei Iosivas,CIN,JAX,2025-09-14,2025,2,WR,2.2
Andrei Iosivas,CIN,DEN,2025-09-29,2025,4,WR,3.7
Andrei Iosivas,CIN,DET,2025-10-05,2025,5,WR,13.2
Andrei Iosivas,CIN,GNB,2025-10-12,2025,6,WR,1.5
Andrei Iosivas,CIN,PIT,2025-10-16,2025,7,WR,7.9
Andrei Iosivas,CIN,CHI,2025-11-02,2025,9,WR,18.0
Tyjae Spears,TEN,ARI,2025-10-05,2025,5,RB,1.4
Tyjae Spears,TEN,LVR,2025-10-12,2025,6,RB,9.0
Tyjae Spears,TEN,NWE,2025-10-19,2025,7,RB,7.0
Tyjae Spears,TEN,IND,2025-10-26,2025,8,RB,17.2
Tyjae Spears,TEN,LAC,2025-11-02,2025,9,RB,9.2
Xavier Legette,CAR,JAX,2025-09-07,2025,1,WR,4.0
Xavier Legette,CAR,ARI,2025-09-14,2025,2,WR,0.8
Xavier Legette,CAR,MIA,2025-10-05,2025,5,WR,11.1
Xavier Legette,CAR,DAL,2025-10-12,2025,6,WR,3.1
Xavier Legette,CAR,NYJ,2025-10-19,2025,7,WR,24.2
Xavier Legette,CAR,BUF,2025-10-26,2025,8,WR,3.7
Xavier Legette,CAR,GNB,2025-11-02,2025,9,WR,3.2
Luther Burden,CHI,MIN,2025-09-08,2025,1,WR,0.7
Luther Burden,CHI,DET,2025-09-14,2025,2,WR,1.5
Luther Burden,CHI,DAL,2025-09-21,2025,3,WR,22.8
Luther Burden,CHI,LVR,2025-09-28,2025,4,WR,1.6
Luther Burden,CHI,WAS,2025-10-13,2025,5,WR,9.1
Luther Burden,CHI,NOR,2025-10-19,2025,6,WR,3.1
Luther Burden,CHI,BAL,2025-10-26,2025,7,WR,0.9
Luther Burden,CHI,NYG,2025-11-09,2025,9,WR,8.1
Evan Engram,DEN,TEN,2025-09-07,2025,1,TE,5.1
Evan Engram,DEN,IND,2025-09-14,2025,2,TE,2.2
Evan Engram,DEN,CIN,2025-09-29,2025,4,TE,6.9
Evan Engram,DEN,PHI,2025-10-05,2025,5,TE,13.3
Evan Engram,DEN,NYJ,2025-10-12,2025,6,TE,9.9
Evan Engram,DEN,NYG,2025-10-19,2025,7,TE,9.2
Evan Engram,DEN,DAL,2025-10-26,2025,8,TE,7.6
Evan Engram,DEN,LVR,2025-11-06,2025,10,TE,3.2
Tyler Higbee,LAR,TEN,2025-09-14,2025,2,TE,7.7
Tyler Higbee,LAR,IND,2025-09-28,2025,4,TE,4.5
Tyler Higbee,LAR,BAL,2025-10-12,2025,6,TE,14.0
Tyler Higbee,LAR,JAX,2025-10-19,2025,7,TE,4.9
Tyler Higbee,LAR,NOR,2025-11-02,2025,8,TE,10.3
Tyler Higbee,LAR,SFO,2025-11-09,2025,9,TE,6.3
Calvin Ridley,TEN,DEN,2025-09-07,2025,1,WR,6.7
Calvin Ridley,TEN,LAR,2025-09-14,2025,2,WR,8.7
Calvin Ridley,TEN,IND,2025-09-21,2025,3,WR,3.7
Calvin Ridley,TEN,HOU,2025-09-28,2025,4,WR,5.0
Calvin Ridley,TEN,ARI,2025-10-05,2025,5,WR,21.1
Calvin Ridley,TEN,LVR,2025-10-12,2025,6,WR,2.8
Jonnu Smith,PIT,NYJ,2025-09-07,2025,1,TE,12.5
Jonnu Smith,PIT,SEA,2025-09-14,2025,2,TE,6.7
Jonnu Smith,PIT,NWE,2025-09-21,2025,3,TE,5.3
Jonnu Smith,PIT,MIN,2025-09-28,2025,4,TE,2.6
Jonnu Smith,PIT,CLE,2025-10-12,2025,5,TE,5.8
Jonnu Smith,PIT,CIN,2025-10-16,2025,6,TE,11.8
Jonnu Smith,PIT,GNB,2025-10-26,2025,7,TE,3.7
Jonnu Smith,PIT,IND,2025-11-02,2025,8,TE,5.5
Jonnu Smith,PIT,LAC,2025-11-09,2025,9,TE,1.4
Michael Wilson,ARI,NOR,2025-09-07,2025,1,WR,1.5
Michael Wilson,ARI,CAR,2025-09-14,2025,2,WR,8.1
Michael Wilson,ARI,SFO,2025-09-21,2025,3,WR,1.5
Michael Wilson,ARI,SEA,2025-09-25,2025,4,WR,4.5
Michael Wilson,ARI,TEN,2025-10-05,2025,5,WR,3.6
Michael Wilson,ARI,IND,2025-10-12,2025,6,WR,8.4
Michael Wilson,ARI,GNB,2025-10-19,2025,7,WR,7.0
Michael Wilson,ARI,DAL,2025-11-03,2025,8,WR,9.1
Michael Wilson,ARI,SEA,2025-11-09,2025,9,WR,7.4
Davis Allen,LAR,HOU,2025-09-07,2025,1,TE,8.3
Davis Allen,LAR,TEN,2025-09-14,2025,2,TE,7.8
Davis Allen,LAR,PHI,2025-09-21,2025,3,TE,1.3
Davis Allen,LAR,IND,2025-09-28,2025,4,TE,1.0
Davis Allen,LAR,SFO,2025-10-02,2025,5,TE,4.4
Davis Allen,LAR,BAL,2025-10-12,2025,6,TE,1.7
Davis Allen,LAR,JAX,2025-10-19,2025,7,TE,1.4
Davis Allen,LAR,NOR,2025-11-02,2025,8,TE,6.7
Davis Allen,LAR,SFO,2025-11-09,2025,9,TE,8.8
Ryan Flournoy,DAL,CHI,2025-09-21,2025,3,WR,4.1
Ryan Flournoy,DAL,GNB,2025-09-28,2025,4,WR,4.6
Ryan Flournoy,DAL,NYJ,2025-10-05,2025,5,WR,21.4
Ryan Flournoy,DAL,CAR,2025-10-12,2025,6,WR,6.3
Ryan Flournoy,DAL,DEN,2025-10-26,2025,8,WR,1.7
Ryan Flournoy,DAL,ARI,2025-11-03,2025,9,WR,9.2
Kendre Miller,NOR,ARI,2025-09-07,2025,1,RB,2.4
Kendre Miller,NOR,SFO,2025-09-14,2025,2,RB,2.0
Kendre Miller,NOR,SEA,2025-09-21,2025,3,RB,5.6
Kendre Miller,NOR,BUF,2025-09-28,2025,4,RB,12.5
Kendre Miller,NOR,NYG,2025-10-05,2025,5,RB,5.9
Kendre Miller,NOR,NWE,2025-10-12,2025,6,RB,4.2
Kendre Miller,NOR,CHI,2025-10-19,2025,7,RB,0.7
Chigoziem Okonkwo,TEN,DEN,2025-09-07,2025,1,TE,4.9
Chigoziem Okonkwo,TEN,LAR,2025-09-14,2025,2,TE,7.5
Chigoziem Okonkwo,TEN,IND,2025-09-21,2025,3,TE,11.6
Chigoziem Okonkwo,TEN,HOU,2025-09-28,2025,4,TE,1.4
Chigoziem Okonkwo,TEN,ARI,2025-10-05,2025,5,TE,8.8
Chigoziem Okonkwo,TEN,LVR,2025-10-12,2025,6,TE,10.6
Chigoziem Okonkwo,TEN,IND,2025-10-26,2025,8,TE,9.3
Chigoziem Okonkwo,TEN,LAC,2025-11-02,2025,9,TE,3.0
Ollie Gordon,MIA,IND,2025-09-07,2025,1,RB,1.3
Ollie Gordon,MIA,NWE,2025-09-14,2025,2,RB,2.3
Ollie Gordon,MIA,BUF,2025-09-18,2025,3,RB,9.8
Ollie Gordon,MIA,NYJ,2025-09-29,2025,4,RB,1.0
Ollie Gordon,MIA,CAR,2025-10-05,2025,5,RB,-0.2
Ollie Gordon,MIA,LAC,2025-10-12,2025,6,RB,1.2
Ollie Gordon,MIA,CLE,2025-10-19,2025,7,RB,2.3
Ollie Gordon,MIA,ATL,2025-10-26,2025,8,RB,13.6
Ollie Gordon,MIA,BAL,2025-10-30,2025,9,RB,1.9
Ollie Gordon,MIA,BUF,2025-11-09,2025,10,RB,-0.3
Samaje Perine,CIN,CLE,2025-09-07,2025,1,RB,2.6
Samaje Perine,CIN,MIN,2025-09-21,2025,3,RB,1.1
Samaje Perine,CIN,DEN,2025-09-29,2025,4,RB,0.4
Samaje Perine,CIN,DET,2025-10-05,2025,5,RB,4.9
Samaje Perine,CIN,GNB,2025-10-12,2025,6,RB,5.2
Samaje Perine,CIN,PIT,2025-10-16,2025,7,RB,3.1
Samaje Perine,CIN,NYJ,2025-10-26,2025,8,RB,17.0
Samaje Perine,CIN,CHI,2025-11-02,2025,9,RB,0.5
Tyrod Taylor,NYJ,BUF,2025-09-14,2025,2,QB,8.3
Tyrod Taylor,NYJ,TAM,2025-09-21,2025,3,QB,18.7
Tyrod Taylor,NYJ,CAR,2025-10-19,2025,7,QB,4.1
KaVontae Turpin,DAL,PHI,2025-09-04,2025,1,WR,4.7
KaVontae Turpin,DAL,NYG,2025-09-14,2025,2,WR,15.3
KaVontae Turpin,DAL,CHI,2025-09-21,2025,3,WR,8.8
KaVontae Turpin,DAL,GNB,2025-09-28,2025,4,WR,6.4
KaVontae Turpin,DAL,WAS,2025-10-19,2025,7,WR,2.7
KaVontae Turpin,DAL,DEN,2025-10-26,2025,8,WR,0.8
KaVontae Turpin,DAL,ARI,2025-11-03,2025,9,WR,3.3
Daniel Bellinger,NYG,WAS,2025-09-07,2025,1,TE,2.4
Daniel Bellinger,NYG,KAN,2025-09-21,2025,3,TE,1.6
Daniel Bellinger,NYG,LAC,2025-09-28,2025,4,TE,2.3
Daniel Bellinger,NYG,NOR,2025-10-05,2025,5,TE,9.2
Daniel Bellinger,NYG,DEN,2025-10-19,2025,7,TE,17.8
Daniel Bellinger,NYG,PHI,2025-10-26,2025,8,TE,3.1
Daniel Bellinger,NYG,CHI,2025-11-09,2025,10,TE,1.8
Isaiah Davis,NYJ,PIT,2025-09-07,2025,1,RB,1.8
Isaiah Davis,NYJ,BUF,2025-09-14,2025,2,RB,1.6
Isaiah Davis,NYJ,MIA,2025-09-29,2025,4,RB,4.7
Isaiah Davis,NYJ,DAL,2025-10-05,2025,5,RB,6.3
Isaiah Davis,NYJ,DEN,2025-10-12,2025,6,RB,1.1
Isaiah Davis,NYJ,CAR,2025-10-19,2025,7,RB,5.2
Isaiah Davis,NYJ,CIN,2025-10-26,2025,8,RB,17.9
Isaiah Davis,NYJ,CLE,2025-11-09,2025,9,RB,2.1
Jaylin Lane,WAS,NYG,2025-09-07,2025,1,WR,2.1
Jaylin Lane,WAS,GNB,2025-09-11,2025,2,WR,1.2
Jaylin Lane,WAS,LVR,2025-09-21,2025,3,WR,6.8
Jaylin Lane,WAS,ATL,2025-09-28,2025,4,WR,3.8
Jaylin Lane,WAS,LAC,2025-10-05,2025,5,WR,2.6
Jaylin Lane,WAS,CHI,2025-10-13,2025,6,WR,5.4
Jaylin Lane,WAS,DAL,2025-10-19,2025,7,WR,9.0
Jaylin Lane,WAS,KAN,2025-10-27,2025,8,WR,1.0
Jaylin Lane,WAS,SEA,2025-11-02,2025,9,WR,4.9
Jaylin Lane,WAS,DET,2025-11-09,2025,10,WR,5.1
Terry McLaurin,WAS,NYG,2025-09-07,2025,1,WR,4.7
Terry McLaurin,WAS,GNB,2025-09-11,2025,2,WR,9.8
Terry McLaurin,WAS,LVR,2025-09-21,2025,3,WR,10.4
Terry McLaurin,WAS,KAN,2025-10-27,2025,8,WR,14.4
Jaylin Noel,HOU,LAR,2025-09-07,2025,1,WR,1.7
Jaylin Noel,HOU,JAX,2025-09-21,2025,3,WR,1.4
Jaylin Noel,HOU,TEN,2025-09-28,2025,4,WR,1.0
Jaylin Noel,HOU,BAL,2025-10-05,2025,5,WR,9.8
Jaylin Noel,HOU,SEA,2025-10-20,2025,6,WR,11.7
Jaylin Noel,HOU,SFO,2025-10-26,2025,7,WR,11.3
Jaylin Noel,HOU,DEN,2025-11-02,2025,8,WR,-0.3
Jaylin Noel,HOU,JAX,2025-11-09,2025,9,WR,7.5
James Conner,ARI,NOR,2025-09-07,2025,1,RB,14.4
James Conner,ARI,CAR,2025-09-14,2025,2,RB,12.2
James Conner,ARI,SFO,2025-09-21,2025,3,RB,6.7
Gunnar Helm,TEN,DEN,2025-09-07,2025,1,TE,2.6
Gunnar Helm,TEN,LAR,2025-09-14,2025,2,TE,2.9
Gunnar Helm,TEN,IND,2025-09-21,2025,3,TE,5.7
Gunnar Helm,TEN,HOU,2025-09-28,2025,4,TE,2.2
Gunnar Helm,TEN,ARI,2025-10-05,2025,5,TE,7.4
Gunnar Helm,TEN,LVR,2025-10-12,2025,6,TE,3.5
Gunnar Helm,TEN,NWE,2025-10-19,2025,7,TE,7.6
Gunnar Helm,TEN,IND,2025-10-26,2025,8,TE,10.3
Gunnar Helm,TEN,LAC,2025-11-02,2025,9,TE,2.5
Tyler Johnson,NYJ,PIT,2025-09-07,2025,1,WR,5.1
Tyler Johnson,NYJ,TAM,2025-09-21,2025,3,WR,5.2
Tyler Johnson,NYJ,CAR,2025-10-19,2025,7,WR,9.0
Tyler Johnson,NYJ,CIN,2025-10-26,2025,8,WR,15.4
Jalen Tolbert,DAL,PHI,2025-09-04,2025,1,WR,1.0
Jalen Tolbert,DAL,NYG,2025-09-14,2025,2,WR,3.6
Jalen Tolbert,DAL,CHI,2025-09-21,2025,3,WR,7.4
Jalen Tolbert,DAL,GNB,2025-09-28,2025,4,WR,10.1
Jalen Tolbert,DAL,CAR,2025-10-12,2025,6,WR,1.8
Jalen Tolbert,DAL,WAS,2025-10-19,2025,7,WR,2.6
Jalen Tolbert,DAL,DEN,2025-10-26,2025,8,WR,12.7
Sean Tucker,TAM,ATL,2025-09-07,2025,1,RB,0.2
Sean Tucker,TAM,SEA,2025-10-05,2025,5,RB,2.9
Sean Tucker,TAM,SFO,2025-10-12,2025,6,RB,8.5
Sean Tucker,TAM,DET,2025-10-20,2025,7,RB,1.6
Sean Tucker,TAM,NOR,2025-10-26,2025,8,RB,10.2
Sean Tucker,TAM,NWE,2025-11-09,2025,9,RB,6.1
Roman Wilson,PIT,SEA,2025-09-14,2025,2,WR,1.7
Roman Wilson,PIT,CLE,2025-10-12,2025,5,WR,2.2
Roman Wilson,PIT,CIN,2025-10-16,2025,6,WR,3.7
Roman Wilson,PIT,GNB,2025-10-26,2025,7,WR,17.4
Roman Wilson,PIT,IND,2025-11-02,2025,8,WR,0.4
Roman Wilson,PIT,LAC,2025-11-09,2025,9,WR,11.5
Michael Carter,ARI,SEA,2025-09-25,2025,4,RB,0.1
Michael Carter,ARI,TEN,2025-10-05,2025,5,RB,18.3
Michael Carter,ARI,IND,2025-10-12,2025,6,RB,8.4
Michael Carter,ARI,GNB,2025-10-19,2025,7,RB,5.6
Michael Carter,ARI,SEA,2025-11-09,2025,9,RB,0.4
Dylan Sampson,CLE,CIN,2025-09-07,2025,1,RB,17.3
Dylan Sampson,CLE,BAL,2025-09-14,2025,2,RB,10.9
Dylan Sampson,CLE,GNB,2025-09-21,2025,3,RB,0.2
Dylan Sampson,CLE,DET,2025-09-28,2025,4,RB,-0.2
Dylan Sampson,CLE,MIN,2025-10-05,2025,5,RB,1.2
Dylan Sampson,CLE,PIT,2025-10-12,2025,6,RB,4.4
Dylan Sampson,CLE,MIA,2025-10-19,2025,7,RB,2.7
