year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2011,16,Indianapolis Colts,Houston Texans,2011-12-22,8:29PM,Indianapolis,/boxscores/201112220clt.htm,Texans (deferred),,retractable roof (closed),fieldturf ,2:57,"64,159",Houston Texans -7.0,40.5 (under),,,
2011,16,Buffalo Bills,Denver Broncos,2011-12-24,1:02PM,Buffalo,/boxscores/201112240buf.htm,Bills,,outdoors,a_turf,3:09,"45,112",Denver Broncos -3.0,43.5 (over),30 degrees, relative humidity 42%," wind 2 mph, wind chill 30"
2011,16,Cincinnati Bengals,Arizona Cardinals,2011-12-24,1:02PM,Cincinnati,/boxscores/201112240cin.htm,Bengals (deferred),,outdoors,fieldturf ,3:04,"41,273",Cincinnati Bengals -4.0,41.0 (under),38 degrees, relative humidity 63%, wind 8 mph
2011,16,Tennessee Titans,Jacksonville Jaguars,2011-12-24,1:02PM,Tennessee,/boxscores/201112240oti.htm,Jaguars (deferred),,outdoors,grass ,3:08,"69,143",Tennessee Titans -8.5,38.5 (over),44 degrees, relative humidity 60%, wind 2 mph
2011,16,New England Patriots,Miami Dolphins,2011-12-24,1:02PM,New England,/boxscores/201112240nwe.htm,Dolphins,,outdoors,fieldturf ,3:18,"68,756",New England Patriots -7.5,49.5 (over),30 degrees, relative humidity 0%," wind 7 mph, wind chill 23"
2011,16,Pittsburgh Steelers,St. Louis Rams,2011-12-24,1:02PM,Pittsburgh,/boxscores/201112240pit.htm,Steelers (deferred),,outdoors,grass ,2:48,"60,081",Pittsburgh Steelers -10.0,34.0 (under),36 degrees, relative humidity 67%, wind 4 mph
2011,16,Baltimore Ravens,Cleveland Browns,2011-12-24,1:03PM,Baltimore,/boxscores/201112240rav.htm,Ravens (deferred),,outdoors,sportturf,2:58,"71,083",Baltimore Ravens -11.0,38.0 (under),44 degrees, relative humidity 32%, wind 10 mph
2011,16,Oakland Raiders,Kansas City Chiefs,2011-12-24,1:03PM,Kansas City,/boxscores/201112240kan.htm,Chiefs (deferred),Raiders,outdoors,grass ,3:11,"70,803",Kansas City Chiefs -3.0,43.0 (under),38 degrees, relative humidity 57%, wind 7 mph
2011,16,New York Giants,New York Jets,2011-12-24,1:03PM,New York,/boxscores/201112240nyj.htm,Jets (deferred),,outdoors,fieldturf,3:35,"79,088",New York Jets -3.0,46.0 (under),35 degrees, relative humidity 45%," wind 9 mph, wind chill 28"
2011,16,Carolina Panthers,Tampa Bay Buccaneers,2011-12-24,1:04PM,Carolina,/boxscores/201112240car.htm,Panthers,,outdoors,grass ,2:50,"70,363",Carolina Panthers -7.5,48.0 (over),51 degrees, relative humidity 57%," wind 9 mph, wind chill 0"
2011,16,Minnesota Vikings,Washington Redskins,2011-12-24,1:05PM,Washington,/boxscores/201112240was.htm,Redskins,,outdoors,grass ,3:00,"68,370",Washington Redskins -6.0,43.0 (over),45 degrees, relative humidity 36%, wind 9 mph
2011,16,Detroit Lions,San Diego Chargers,2011-12-24,4:05PM,Detroit,/boxscores/201112240det.htm,Chargers (deferred),,dome,fieldturf ,2:56,"62,469",San Diego Chargers -1.0,53.0 (under),,,
2011,16,Philadelphia Eagles,Dallas Cowboys,2011-12-24,4:15PM,Dallas,/boxscores/201112240dal.htm,Eagles,,retractable roof (closed),matrixturf,3:04,"84,834",Philadelphia Eagles -2.5,50.0 (under),,,
2011,16,San Francisco 49ers,Seattle Seahawks,2011-12-24,4:16PM,Seattle,/boxscores/201112240sea.htm,49ers (deferred),,outdoors,fieldturf ,3:16,"66,697",San Francisco 49ers -2.5,37.0 (under),48 degrees, relative humidity 0%, wind 8 mph
2011,16,Green Bay Packers,Chicago Bears,2011-12-25,8:30PM,Green Bay,/boxscores/201112250gnb.htm,Bears (deferred),,outdoors,grass ,2:53,"70,574",Green Bay Packers -13.0,42.0 (over),37 degrees, relative humidity 64%," wind 13 mph, wind chill 29"
2011,16,New Orleans Saints,Atlanta Falcons,2011-12-26,8:40PM,New Orleans,/boxscores/201112260nor.htm,Falcons,,dome,sportturf,3:08,"73,084",New Orleans Saints -7.0,52.5 (over),,,
