name,team,year,week,position,xpa,xpm,fga,fgm,fg_distances,fpoints
Joey Slye,NWE,2024,3,K,0,0,1,1,['44'],4.4
Greg Zuerlein,NYJ,2024,3,K,3,3,2,1,['28'],5.0
Cairo Santos,CHI,2024,3,K,1,1,2,1,['53'],5.3
Matt Gay,IND,2024,3,K,3,3,0,0,0,3.0
Greg Joseph,NYG,2024,3,K,3,3,1,0,0,2.0
Dustin Hopkins,CLE,2024,3,K,1,1,1,0,0,0.0
Wil Lutz,DEN,2024,3,K,2,2,4,4,"['43', '38', '33', '43']",17.7
Chase McLaughlin,TAM,2024,3,K,1,1,0,0,0,1.0
Brayden Narveson,GNB,2024,3,K,3,3,3,3,"['21', '26', '47']",13.7
Nick Folk,TEN,2024,3,K,2,2,0,0,0,2.0
Ka'imi Fairbairn,HOU,2024,3,K,1,1,1,0,0,0.0
Will Reichard,MIN,2024,3,K,4,4,2,2,"['35', '58']",13.3
Jake Elliott,PHI,2024,3,K,1,1,1,0,0,0.0
Blake Grupe,NOR,2024,3,K,0,0,2,2,"['34', '38']",7.199999999999999
Cameron Dicker,LAC,2024,3,K,1,1,1,1,['28'],4.0
Chris Boswell,PIT,2024,3,K,2,2,3,2,"['38', '30']",7.800000000000001
Eddy Pineiro,CAR,2024,3,K,3,3,3,3,"['43', '35', '26']",13.8
Daniel Carlson,LVR,2024,3,K,2,2,1,0,0,1.0
Jason Sanders,MIA,2024,3,K,0,0,2,1,['23'],2.0
Jason Myers,SEA,2024,3,K,3,3,2,1,['56'],7.6
Jake Bates,DET,2024,3,K,3,2,0,0,0,1.0
Matt Prater,ARI,2024,3,K,1,1,2,2,"['42', '45']",9.7
Justin Tucker,BAL,2024,3,K,4,4,1,0,0,3.0
Brandon Aubrey,DAL,2024,3,K,1,1,2,2,"['65', '51']",12.6
Jake Moody,SFO,2024,3,K,3,3,2,1,['26'],5.0
Joshua Karty,LAR,2024,3,K,3,3,2,2,"['33', '37']",10.0
Harrison Butker,KAN,2024,3,K,2,1,3,3,"['53', '44', '21']",12.7
Younghoe Koo,ATL,2024,3,K,2,2,1,1,['54'],7.4
Cam Little,JAX,2024,3,K,1,1,1,1,['41'],5.1
Tyler Bass,BUF,2024,3,K,6,5,2,2,"['27', '43']",11.3
Austin Seibert,WAS,2024,3,K,5,5,1,1,['42'],9.2
Evan McPherson,CIN,2024,3,K,3,3,3,2,"['28', '31']",8.1
