year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2011,9,Atlanta Falcons,Indianapolis Colts,2011-11-06,1:02PM,Indianapolis,/boxscores/201111060clt.htm,Colts,,retractable roof (open),fieldturf ,2:52,"65,218",Atlanta Falcons -7.0,45.5 (under),,,
2011,9,Dallas Cowboys,Seattle Seahawks,2011-11-06,1:02PM,Dallas,/boxscores/201111060dal.htm,Cowboys,,retractable roof (closed),matrixturf,2:54,"81,510",Dallas Cowboys -11.0,45.0 (under),,,
2011,9,New York Jets,Buffalo Bills,2011-11-06,1:03PM,Buffalo,/boxscores/201111060buf.htm,Jets (deferred),,outdoors,a_turf,3:02,"70,133",Buffalo Bills -2.5,45.0 (under),57 degrees, relative humidity 26%," wind 8 mph, wind chill 0"
2011,9,Houston Texans,Cleveland Browns,2011-11-06,1:03PM,Houston,/boxscores/201111060htx.htm,Texans,,retractable roof (closed),grass ,2:44,"71,511",Houston Texans -10.5,41.0 (over),,,
2011,9,Miami Dolphins,Kansas City Chiefs,2011-11-06,1:03PM,Kansas City,/boxscores/201111060kan.htm,Dolphins (deferred),,outdoors,grass ,2:56,"72,263",Kansas City Chiefs -4.0,40.5 (under),62 degrees, relative humidity 45%," wind 12 mph, wind chill 0"
2011,9,San Francisco 49ers,Washington Redskins,2011-11-06,1:03PM,Washington,/boxscores/201111060was.htm,49ers (deferred),,outdoors,grass ,3:03,"78,032",San Francisco 49ers -4.5,37.5 (under),56 degrees, relative humidity 48%," wind 6 mph, wind chill 0"
2011,9,New Orleans Saints,Tampa Bay Buccaneers,2011-11-06,1:03PM,New Orleans,/boxscores/201111060nor.htm,Buccaneers,,dome,sportturf,3:12,"73,043",New Orleans Saints -9.0,50.5 (under),,,
2011,9,Cincinnati Bengals,Tennessee Titans,2011-11-06,4:05PM,Tennessee,/boxscores/201111060oti.htm,Titans,,outdoors,grass ,3:18,"69,143",Tennessee Titans -3.0,41.5 (under),68 degrees, relative humidity 39%, wind 13 mph
2011,9,Denver Broncos,Oakland Raiders,2011-11-06,4:05PM,Oakland,/boxscores/201111060rai.htm,Broncos (deferred),,outdoors,grass ,3:22,"58,125",Oakland Raiders -7.5,42.5 (over),62 degrees, relative humidity 50%," wind 5 mph, wind chill 0"
2011,9,Arizona Cardinals,St. Louis Rams,2011-11-06,4:15PM,Arizona,/boxscores/201111060crd.htm,Rams,Rams,retractable roof (closed),grass ,3:18,"60,628",Arizona Cardinals -3.0,41.5 (under),,,
2011,9,Green Bay Packers,San Diego Chargers,2011-11-06,4:15PM,San Diego,/boxscores/201111060sdg.htm,Packers (deferred),,outdoors,grass ,3:18,"68,908",Green Bay Packers -6.0,51.0 (over),53 degrees, relative humidity 90%," wind 10 mph, wind chill 0"
2011,9,New York Giants,New England Patriots,2011-11-06,4:15PM,New England,/boxscores/201111060nwe.htm,Giants,,outdoors,fieldturf ,3:17,"68,756",New England Patriots -9.0,51.0 (under),54 degrees, relative humidity 0%," wind 9 mph, wind chill 0"
2011,9,Baltimore Ravens,Pittsburgh Steelers,2011-11-06,8:30PM,Pittsburgh,/boxscores/201111060pit.htm,Steelers (deferred),,outdoors,grass ,3:20,"64,851",Pittsburgh Steelers -3.5,42.0 (over),50 degrees, relative humidity 43%, wind 2 mph
2011,9,Chicago Bears,Philadelphia Eagles,2011-11-07,8:41PM,Philadelphia,/boxscores/201111070phi.htm,Bears,,outdoors,grass ,3:13,"69,144",Philadelphia Eagles -8.0,47.5 (over),51 degrees, relative humidity 74%," wind 2 mph, wind chill 0"
