year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2019,4,Philadelphia Eagles,Green Bay Packers,2019-09-26,8:20PM,Green Bay,/boxscores/201909260gnb.htm,Packers (deferred),,outdoors,grass,3:27,"77,509",Green Bay Packers -3.5,46.0 (over),60 degrees, relative humidity 62%, wind 3 mph
2019,4,Tennessee Titans,Atlanta Falcons,2019-09-29,1:00PM,Atlanta,/boxscores/201909290atl.htm,Falcons (deferred),,retractable roof (closed),fieldturf,2:57,"72,108",Atlanta Falcons -3.5,46.0 (under),,,
2019,4,New England Patriots,Buffalo Bills,2019-09-29,1:00PM,Buffalo,/boxscores/201909290buf.htm,Bills (deferred),,outdoors,astroturf,3:19,"70,317",New England Patriots -7.0,41.5 (under),58 degrees, relative humidity 71%, wind 10 mph
2019,4,Carolina Panthers,Houston Texans,2019-09-29,1:00PM,Houston,/boxscores/201909290htx.htm,Texans (deferred),,retractable roof (closed),grass,3:06,"71,699",Houston Texans -5.5,47.5 (under),,,
2019,4,Cleveland Browns,Baltimore Ravens,2019-09-29,1:00PM,Baltimore,/boxscores/201909290rav.htm,Browns,,outdoors,grass,3:08,"70,686",Baltimore Ravens -7.5,47.0 (over),83 degrees, relative humidity 57%, wind 8 mph
2019,4,Oakland Raiders,Indianapolis Colts,2019-09-29,1:00PM,Indianapolis,/boxscores/201909290clt.htm,Colts (deferred),,retractable roof (closed),fieldturf,3:11,"62,259",Indianapolis Colts -5.5,46.0 (over),,,
2019,4,Kansas City Chiefs,Detroit Lions,2019-09-29,1:00PM,Detroit,/boxscores/201909290det.htm,Chiefs (deferred),,dome,fieldturf,3:34,"65,188",Kansas City Chiefs -7.5,54.5 (over),,,
2019,4,Los Angeles Chargers,Miami Dolphins,2019-09-29,1:00PM,Miami,/boxscores/201909290mia.htm,Dolphins (deferred),,outdoors,grass,2:52,"64,278",Los Angeles Chargers -15.0,43.5 (under),88 degrees, relative humidity 53%, wind 15 mph
2019,4,New York Giants,Washington Redskins,2019-09-29,1:00PM,New York,/boxscores/201909290nyg.htm,Giants (deferred),,outdoors,fieldturf ,2:52,"74,149",New York Giants -3.0,48.0 (under),77 degrees, relative humidity 42%, wind 11 mph
2019,4,Seattle Seahawks,Arizona Cardinals,2019-09-29,4:05PM,Arizona,/boxscores/201909290crd.htm,Seahawks (deferred),,retractable roof (closed),grass,2:56,"60,500",Seattle Seahawks -5.5,49.0 (under),,,
2019,4,Tampa Bay Buccaneers,Los Angeles Rams,2019-09-29,4:05PM,Los Angeles,/boxscores/201909290ram.htm,Rams (deferred),,outdoors,grass,3:39,"68,117",Los Angeles Rams -9.0,48.5 (over),74 degrees, relative humidity 41%, wind 2 mph
2019,4,Chicago Bears,Minnesota Vikings,2019-09-29,4:25PM,Chicago,/boxscores/201909290chi.htm,Vikings (deferred),,outdoors,grass,2:59,"62,131",Minnesota Vikings -1.0,38.0 (under),67 degrees, relative humidity 89%, wind 8 mph
2019,4,Jacksonville Jaguars,Denver Broncos,2019-09-29,4:25PM,Denver,/boxscores/201909290den.htm,Jaguars (deferred),,outdoors,grass,3:15,"76,219",Denver Broncos -2.5,37.0 (over),87 degrees, relative humidity 11%, wind 14 mph
2019,4,New Orleans Saints,Dallas Cowboys,2019-09-29,8:20PM,New Orleans,/boxscores/201909290nor.htm,Saints (deferred),,dome,astroturf,2:56,"73,086",Dallas Cowboys -2.5,47.0 (under),,,
2019,4,Pittsburgh Steelers,Cincinnati Bengals,2019-09-30,8:15PM,Pittsburgh,/boxscores/201909300pit.htm,Steelers (deferred),,outdoors,grass,2:56,"57,959",Pittsburgh Steelers -3.5,45.5 (under),76 degrees, relative humidity 72%, wind 1 mph
