year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2023,1,Detroit Lions,Kansas City Chiefs,2023-09-07,8:20PM,Kansas City,/boxscores/202309070kan.htm,Chiefs (deferred),,outdoors,grass,3:02,"73,522",Kansas City Chiefs -3.5,53.5 (under),,,
2023,1,Atlanta Falcons,Carolina Panthers,2023-09-10,1:00PM,Atlanta,/boxscores/202309100atl.htm,Panthers (deferred),,retractable roof (closed),fieldturf,3:06,"69,597",Atlanta Falcons -3.5,39.5 (under),,,
2023,1,Cleveland Browns,Cincinnati Bengals,2023-09-10,1:00PM,Cleveland,/boxscores/202309100cle.htm,Browns (deferred),,outdoors,grass,3:03,"67,919",Cincinnati Bengals -1.5,47.5 (under),68 degrees, relative humidity 83%, wind 8 mph
2023,1,Jacksonville Jaguars,Indianapolis Colts,2023-09-10,1:00PM,Indianapolis,/boxscores/202309100clt.htm,Jaguars (deferred),,retractable roof (closed),fieldturf,3:12,"65,749",Jacksonville Jaguars -3.5,46.5 (over),,,
2023,1,Washington Commanders,Arizona Cardinals,2023-09-10,1:00PM,Washington,/boxscores/202309100was.htm,Cardinals (deferred),,outdoors,grass,3:08,"64,693",Washington Commanders -6.5,38.5 (under),76 degrees, relative humidity 84%, wind 2 mph
2023,1,Baltimore Ravens,Houston Texans,2023-09-10,1:00PM,Baltimore,/boxscores/202309100rav.htm,Texans (deferred),,outdoors,grass,3:16,"70,136",Baltimore Ravens -9.5,43.5 (under),78 degrees, relative humidity 76%, wind 2 mph
2023,1,Tampa Bay Buccaneers,Minnesota Vikings,2023-09-10,1:00PM,Minnesota,/boxscores/202309100min.htm,Buccaneers (deferred),,dome,sportturf,3:03,"66,741",Minnesota Vikings -4.5,45.5 (under),,,
2023,1,New Orleans Saints,Tennessee Titans,2023-09-10,1:00PM,New Orleans,/boxscores/202309100nor.htm,Titans (deferred),,dome,sportturf,3:17,"70,024",New Orleans Saints -3.0,41.5 (under),,,
2023,1,San Francisco 49ers,Pittsburgh Steelers,2023-09-10,1:00PM,Pittsburgh,/boxscores/202309100pit.htm,Steelers,,outdoors,grass,3:04,"67,679",San Francisco 49ers -1.5,41.5 (under),72 degrees, relative humidity 83%, wind 3 mph
2023,1,Green Bay Packers,Chicago Bears,2023-09-10,4:25PM,Chicago,/boxscores/202309100chi.htm,Packers (deferred),,outdoors,grass,3:10,"62,456",Chicago Bears -1.5,41.5 (over),75 degrees, relative humidity 53%, wind 7 mph
2023,1,Las Vegas Raiders,Denver Broncos,2023-09-10,4:25PM,Denver,/boxscores/202309100den.htm,Broncos (deferred),,outdoors,grass,2:55,"76,299",Denver Broncos -3.0,44.0 (under),64 degrees, relative humidity 65%, wind 12 mph
2023,1,Miami Dolphins,Los Angeles Chargers,2023-09-10,4:25PM,Los Angeles,/boxscores/202309100sdg.htm,Chargers (deferred),,dome,matrixturf,3:13,"70,240",Los Angeles Chargers -3.0,50.5 (over),,,
2023,1,Philadelphia Eagles,New England Patriots,2023-09-10,4:25PM,New England,/boxscores/202309100nwe.htm,Patriots (deferred),,outdoors,fieldturf,3:14,"64,628",Philadelphia Eagles -3.5,45.0 (push),71 degrees, relative humidity 96%, wind 5 mph
2023,1,Los Angeles Rams,Seattle Seahawks,2023-09-10,4:25PM,Seattle,/boxscores/202309100sea.htm,Rams (deferred),,outdoors,fieldturf,3:02,"68,683",Seattle Seahawks -4.5,46.5 (under),74 degrees, relative humidity 50%, wind 9 mph
2023,1,Dallas Cowboys,New York Giants,2023-09-10,8:20PM,New York,/boxscores/202309100nyg.htm,Cowboys (deferred),,outdoors,fieldturf,2:55,"80,809",Dallas Cowboys -3.5,45.5 (under),74 degrees, relative humidity 82%, wind 3 mph
2023,1,New York Jets,Buffalo Bills,2023-09-11,8:15PM,New York,/boxscores/202309110nyj.htm,Jets (deferred),Bills,outdoors,fieldturf,2:58,"83,345",Buffalo Bills -2.5,45.5 (under),72 degrees, relative humidity 88%, wind 3 mph
