year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2013,15,San Diego Chargers,Denver Broncos,2013-12-12,8:29PM,Denver,/boxscores/201312120den.htm,Chargers (deferred),,outdoors,grass ,2:58,"76,497",Denver Broncos -9.5,56.5 (under),37 degrees, relative humidity 50%," wind 2 mph, wind chill 0"
2013,15,Buffalo Bills,Jacksonville Jaguars,2013-12-15,1:02PM,Jacksonville,/boxscores/201312150jax.htm,Bills (deferred),,outdoors,grass ,3:03,"60,085",Buffalo Bills -4.0,43.0 (over),60 degrees, relative humidity 0%," wind 20 mph, wind chill 0"
2013,15,Indianapolis Colts,Houston Texans,2013-12-15,1:02PM,Indianapolis,/boxscores/201312150clt.htm,Texans (deferred),,retractable roof (closed),fieldturf ,3:03,"65,470",Indianapolis Colts -6.0,47.0 (under),,,
2013,15,Miami Dolphins,New England Patriots,2013-12-15,1:02PM,Miami,/boxscores/201312150mia.htm,Patriots (deferred),,outdoors,grass ,2:57,"71,863",Miami Dolphins -2.5,46.5 (under),84 degrees, relative humidity 70%," wind 14 mph, wind chill 0"
2013,15,Minnesota Vikings,Philadelphia Eagles,2013-12-15,1:02PM,Minnesota,/boxscores/201312150min.htm,Eagles (deferred),,dome,sportturf,3:24,"64,087",Philadelphia Eagles -7.0,53.0 (over),,,
2013,15,San Francisco 49ers,Tampa Bay Buccaneers,2013-12-15,1:02PM,Tampa Bay,/boxscores/201312150tam.htm,49ers (deferred),,outdoors,grass ,3:07,"64,142",San Francisco 49ers -4.5,41.0 (over),70 degrees, relative humidity 64%, wind 7 mph
2013,15,Atlanta Falcons,Washington Redskins,2013-12-15,1:03PM,Atlanta,/boxscores/201312150atl.htm,Falcons,,dome,fieldturf ,3:10,"70,069",Atlanta Falcons -5.5,50.0 (over),,,
2013,15,Chicago Bears,Cleveland Browns,2013-12-15,1:03PM,Cleveland,/boxscores/201312150cle.htm,Browns (deferred),,outdoors,grass ,3:12,"71,513",Cleveland Browns -1.0,43.5 (over),25 degrees, relative humidity 82%," wind 12 mph, wind chill 14"
2013,15,Seattle Seahawks,New York Giants,2013-12-15,1:03PM,New York,/boxscores/201312150nyg.htm,Giants (deferred),,outdoors,fieldturf,3:05,"79,691",Seattle Seahawks -9.5,43.5 (under),36 degrees, relative humidity 88%," wind 7 mph, wind chill 30"
2013,15,Carolina Panthers,New York Jets,2013-12-15,4:05PM,Carolina,/boxscores/201312150car.htm,Jets (deferred),,outdoors,grass ,2:57,"73,251",Carolina Panthers -10.0,41.0 (over),54 degrees, relative humidity 47%," wind 11 mph, wind chill 0"
2013,15,Kansas City Chiefs,Oakland Raiders,2013-12-15,4:05PM,Oakland,/boxscores/201312150rai.htm,Chiefs,,outdoors,grass ,3:16,"49,571",Kansas City Chiefs -6.0,44.0 (over),64 degrees, relative humidity 39%," wind 6 mph, wind chill 0"
2013,15,Green Bay Packers,Dallas Cowboys,2013-12-15,4:25PM,Dallas,/boxscores/201312150dal.htm,Packers (deferred),,retractable roof (closed),matrixturf,3:21,"91,054",Dallas Cowboys -4.0,50.0 (over),,,
2013,15,St. Louis Rams,New Orleans Saints,2013-12-15,4:25PM,St. Louis,/boxscores/201312150ram.htm,Rams,,dome,astroplay,3:08,"58,442",New Orleans Saints -7.0,47.5 (under),,,
2013,15,Arizona Cardinals,Tennessee Titans,2013-12-15,4:27PM,Tennessee,/boxscores/201312150oti.htm,Titans (deferred),Titans,outdoors,grass ,3:14,"69,143",Arizona Cardinals -3.0,43.0 (over),37 degrees, relative humidity 64%, wind 4 mph
2013,15,Pittsburgh Steelers,Cincinnati Bengals,2013-12-15,8:30PM,Pittsburgh,/boxscores/201312150pit.htm,Steelers,,outdoors,grass ,3:08,"45,873",Cincinnati Bengals -1.5,44.5 (over),26 degrees, relative humidity 66%," wind 20 mph, wind chill 12"
2013,15,Baltimore Ravens,Detroit Lions,2013-12-16,8:40PM,Detroit,/boxscores/201312160det.htm,Ravens (deferred),,dome,fieldturf ,2:59,"64,742",Detroit Lions -5.5,49.0 (under),,,
