name,team,year,week,position,xpa,xpm,fga,fgm,fg_distances,fpoints
Tyler Bass,BUF,2024,2,K,4,4,2,1,['43'],7.300000000000001
Jason Sanders,MIA,2024,2,K,1,1,1,1,['34'],4.4
Cameron Dicker,LAC,2024,2,K,3,2,2,2,"['46', '42']",9.8
Eddy Pineiro,CAR,2024,2,K,0,0,1,1,['38'],3.8
Dustin Hopkins,CLE,2024,2,K,1,1,3,3,"['53', '38', '44']",14.5
Cam Little,JAX,2024,2,K,1,1,3,2,"['22', '25']",6.0
Matt Gay,IND,2024,2,K,1,1,2,1,['34'],3.4000000000000004
Brayden Narveson,GNB,2024,2,K,1,1,4,3,"['46', '42', '34']",12.200000000000001
Blake Grupe,NOR,2024,2,K,6,5,1,1,['26'],7.0
Brandon Aubrey,DAL,2024,2,K,1,1,4,4,"['52', '38', '48', '40']",18.8
Chase McLaughlin,TAM,2024,2,K,2,2,2,2,"['30', '55']",10.5
Jake Bates,DET,2024,2,K,1,1,3,3,"['22', '35', '32']",10.7
Jake Moody,SFO,2024,2,K,2,2,1,1,['31'],5.1
Will Reichard,MIN,2024,2,K,2,2,3,3,"['22', '39', '27']",11.9
Jason Myers,SEA,2024,2,K,2,2,3,3,"['44', '38', '31']",13.299999999999999
Joey Slye,NWE,2024,2,K,2,2,3,2,"['29', '28']",7.0
Jamie Gillan,NYG,2024,2,K,1,0,0,0,0,-1.0
Austin Seibert,WAS,2024,2,K,0,0,7,7,"['27', '45', '26', '27', '29', '33', '30']",22.8
Greg Zuerlein,NYJ,2024,2,K,3,3,1,1,['33'],6.3
Nick Folk,TEN,2024,2,K,2,2,1,1,['41'],6.1
Daniel Carlson,LVR,2024,2,K,2,2,4,4,"['53', '51', '25', '38']",19.2
Justin Tucker,BAL,2024,2,K,2,2,4,3,"['48', '42', '32']",13.2
Joshua Karty,LAR,2024,2,K,1,1,1,1,['29'],4.0
Matt Prater,ARI,2024,2,K,5,5,2,2,"['48', '57']",15.5
Evan McPherson,CIN,2024,2,K,2,1,4,4,"['22', '33', '48', '53']",16.4
Harrison Butker,KAN,2024,2,K,2,2,2,2,"['19', '51']",10.1
Chris Boswell,PIT,2024,2,K,1,1,2,2,"['22', '53']",9.3
Wil Lutz,DEN,2024,2,K,0,0,2,2,"['35', '29']",6.5
Cairo Santos,CHI,2024,2,K,1,1,2,2,"['53', '54']",11.7
Ka'imi Fairbairn,HOU,2024,2,K,1,1,4,4,"['56', '47', '59', '53']",22.500000000000004
Younghoe Koo,ATL,2024,2,K,1,1,3,3,"['39', '22', '34']",11.3
Jake Elliott,PHI,2024,2,K,1,1,2,2,"['29', '28']",7.0
