year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2013,9,Miami Dolphins,Cincinnati Bengals,2013-10-31,8:29PM,Miami,/boxscores/201310310mia.htm,Bengals (deferred),Dolphins,outdoors,grass ,3:27,"52,388",Cincinnati Bengals -3.0,42.0 (push),79 degrees, relative humidity 76%," wind 8 mph, wind chill 0"
2013,9,Tennessee Titans,St. Louis Rams,2013-11-03,1:00PM,St. Louis,/boxscores/201311030ram.htm,Rams (deferred),,dome,astroplay,3:01,"54,617",Tennessee Titans -3.0,41.0 (over),,,
2013,9,Kansas City Chiefs,Buffalo Bills,2013-11-03,1:02PM,Buffalo,/boxscores/201311030buf.htm,Chiefs,,outdoors,a_turf,3:00,"68,159",Kansas City Chiefs -4.5,40.5 (under),36 degrees, relative humidity 58%," wind 7 mph, wind chill 30"
2013,9,Carolina Panthers,Atlanta Falcons,2013-11-03,1:03PM,Carolina,/boxscores/201311030car.htm,Panthers (deferred),,outdoors,grass ,2:55,"73,720",Carolina Panthers -8.0,46.5 (under),62 degrees, relative humidity 41%," wind 12 mph, wind chill 0"
2013,9,Washington Redskins,San Diego Chargers,2013-11-03,1:03PM,Washington,/boxscores/201311030was.htm,Redskins (deferred),Redskins,outdoors,grass ,3:24,"80,115",Pick,49.5 (over),57 degrees, relative humidity 41%," wind 20 mph, wind chill 0"
2013,9,Dallas Cowboys,Minnesota Vikings,2013-11-03,1:03PM,Dallas,/boxscores/201311030dal.htm,Vikings,,retractable roof (closed),matrixturf,3:06,"85,360",Dallas Cowboys -8.5,51.0 (under),,,
2013,9,New York Jets,New Orleans Saints,2013-11-03,1:04PM,New York,/boxscores/201311030nyj.htm,Jets (deferred),,outdoors,fieldturf,3:09,"76,957",New Orleans Saints -5.5,45.5 (over),48 degrees, relative humidity 53%, wind 14 mph
2013,9,Philadelphia Eagles,Oakland Raiders,2013-11-03,4:05PM,Oakland,/boxscores/201311030rai.htm,Eagles (deferred),,outdoors,grass ,3:13,"51,751",Oakland Raiders -1.0,45.5 (over),62 degrees, relative humidity 30%," wind 6 mph, wind chill 0"
2013,9,Seattle Seahawks,Tampa Bay Buccaneers,2013-11-03,4:05PM,Seattle,/boxscores/201311030sea.htm,Buccaneers (deferred),Buccaneers,outdoors,fieldturf ,3:13,"67,873",Seattle Seahawks -14.5,40.0 (over),48 degrees, relative humidity 68%, wind 4 mph
2013,9,Cleveland Browns,Baltimore Ravens,2013-11-03,4:25PM,Cleveland,/boxscores/201311030cle.htm,Ravens (deferred),,outdoors,grass ,3:16,"71,513",Baltimore Ravens -1.0,41.5 (over),46 degrees, relative humidity 54%, wind 9 mph
2013,9,New England Patriots,Pittsburgh Steelers,2013-11-03,4:25PM,New England,/boxscores/201311030nwe.htm,Steelers,,outdoors,fieldturf ,3:29,"68,756",New England Patriots -5.5,42.5 (over),44 degrees, relative humidity 44%, wind 6 mph
2013,9,Indianapolis Colts,Houston Texans,2013-11-03,8:30PM,Houston,/boxscores/201311030htx.htm,Colts (deferred),,retractable roof (closed),grass ,3:14,"71,778",Indianapolis Colts -1.0,42.5 (over),,,
2013,9,Chicago Bears,Green Bay Packers,2013-11-04,8:40PM,Green Bay,/boxscores/201311040gnb.htm,Bears (deferred),,outdoors,grass ,3:01,"78,122",Green Bay Packers -9.5,50.5 (under),49 degrees, relative humidity 77%, wind 14 mph
