id,first_name,last_name,player,URL,injury,actions,actions_trigger,lock,exclude,like,position,real_position,actual_position,team,opponent,money_line,over_under,point_spread,team_points,ownership,multiplier,salary,salary_original,salary_custom,proj_points,proj_rotowire,proj_original,proj_avg,proj_ceiling,proj_floor,proj_third_party_one,proj_third_party_two,proj_third_party_three,proj_custom,value,dfsopp,pa,ra,targets,touches,week
17037,Tyler,Shough,Tyler Shough,/football/player/tyler-shough-17037,,&#9881;,open,,i,,QB,,QB,NO,TB,358,41.50,8.50,16.50,8.61,0,4600,4600,0,17.17,17.17,17.17,10.3,18.2,1.6,0,0,0,0,3.7,8.2,34.2,3.7,0.0,3.7,14
