year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2020,17,Tampa Bay Buccaneers,Atlanta Falcons,2021-01-03,1:00PM,Tampa Bay,/boxscores/202101030tam.htm,Buccaneers,,outdoors,grass,3:05,"16,009",Tampa Bay Buccaneers -7.5,51.5 (over),65 degrees, relative humidity 77%," wind 4 mph, wind chill 0"
2020,17,Buffalo Bills,Miami Dolphins,2021-01-03,1:00PM,Buffalo,/boxscores/202101030buf.htm,Dolphins (deferred),,outdoors,astroturf,3:13,,Miami Dolphins -3.5,43.0 (over),35 degrees, relative humidity 93%," wind 1 mph, wind chill 0"
2020,17,Baltimore Ravens,Cincinnati Bengals,2021-01-03,1:00PM,Cincinnati,/boxscores/202101030cin.htm,Bengals (deferred),,outdoors,grass,2:55,"10,499",Baltimore Ravens -13.5,46.0 (under),39 degrees, relative humidity 79%," wind 10 mph, wind chill 0"
2020,17,Cleveland Browns,Pittsburgh Steelers,2021-01-03,1:00PM,Cleveland,/boxscores/202101030cle.htm,Browns (deferred),,outdoors,grass,3:02,"11,989",Cleveland Browns -10.5,44.5 (over),38 degrees, relative humidity 91%," wind 7 mph, wind chill 0"
2020,17,New York Giants,Dallas Cowboys,2021-01-03,1:00PM,New York,/boxscores/202101030nyg.htm,Cowboys (deferred),,outdoors,fieldturf ,3:15,,Dallas Cowboys -1.5,44.5 (under),33 degrees, relative humidity 85%," wind 6 mph, wind chill 0"
2020,17,Minnesota Vikings,Detroit Lions,2021-01-03,1:00PM,Detroit,/boxscores/202101030det.htm,Vikings,,dome,fieldturf,3:07,,Minnesota Vikings -3.0,53.5 (over),,,
2020,17,New England Patriots,New York Jets,2021-01-03,1:00PM,New England,/boxscores/202101030nwe.htm,Jets (deferred),,outdoors,fieldturf,3:01,,New England Patriots -3.0,41.0 (over),33 degrees, relative humidity 75%," wind 5 mph, wind chill 0"
2020,17,New Orleans Saints,Carolina Panthers,2021-01-03,4:25PM,Carolina,/boxscores/202101030car.htm,Saints (deferred),,outdoors,grass,2:52,"1,500",New Orleans Saints -6.0,47.0 (under),57 degrees, relative humidity 80%," wind 2 mph, wind chill 0"
2020,17,Green Bay Packers,Chicago Bears,2021-01-03,4:25PM,Chicago,/boxscores/202101030chi.htm,Packers (deferred),,outdoors,grass,2:54,,Green Bay Packers -4.5,48.0 (over),32 degrees, relative humidity 85%," wind 7 mph, wind chill 0"
2020,17,Indianapolis Colts,Jacksonville Jaguars,2021-01-03,4:25PM,Indianapolis,/boxscores/202101030clt.htm,Colts (deferred),,retractable roof (closed),fieldturf,2:56,"9,976",Indianapolis Colts -15.5,47.5 (under),,,
2020,17,Los Angeles Rams,Arizona Cardinals,2021-01-03,4:25PM,Los Angeles,/boxscores/202101030ram.htm,Rams (deferred),,dome,matrixturf,2:52,,Los Angeles Rams -1.0,42.0 (under),,,
2020,17,Las Vegas Raiders,Denver Broncos,2021-01-03,4:25PM,Denver,/boxscores/202101030den.htm,Broncos (deferred),,outdoors,grass,3:29,,Las Vegas Raiders -2.5,50.5 (over),53 degrees, relative humidity 19%," wind 10 mph, wind chill 0"
2020,17,Tennessee Titans,Houston Texans,2021-01-03,4:25PM,Houston,/boxscores/202101030htx.htm,Texans,,retractable roof (closed),grass,3:13,"12,504",Tennessee Titans -7.0,55.5 (over),,,
2020,17,Los Angeles Chargers,Kansas City Chiefs,2021-01-03,4:25PM,Kansas City,/boxscores/202101030kan.htm,Chargers (deferred),,outdoors,grass,2:56,"13,240",Los Angeles Chargers -7.0,43.0 (over),35 degrees, relative humidity 88%," wind 6 mph, wind chill 0"
2020,17,Seattle Seahawks,San Francisco 49ers,2021-01-03,4:25PM,San Francisco,/boxscores/202101030sfo.htm,49ers (deferred),,retractable roof (closed),grass,3:03,,Seattle Seahawks -7.0,44.5 (over),,,
2020,17,Washington Football Team,Philadelphia Eagles,2021-01-03,8:20PM,Philadelphia,/boxscores/202101030phi.htm,Football Team (deferred),,outdoors,grass,3:02,,Washington Football Team -6.5,44.0 (under),38 degrees, relative humidity 92%," wind 10 mph, wind chill 0"
